clock,passenger_enter,passenger_leave,car_enter,car_leave,motorcycle_enter,motorcycle_leave,bicycle_enter,bicycle_leave,walker,car_parked,motorcycle_parked,bicycle_parked,car_cannot_park,motorcycle_cannot_park,bicycle_cannot_park,car_left_failed,motorcycle_left_failed,bicycle_left_failed,remain_car_parking_space,remain_motorcycle_parking_space,car_occupied_long_term,motorcycle_occupied_long_term,bicycle_occupied_long_term,CPU_time(in second)
7,10,0,2,0,6,0,2,0,0,18,230,160,0,0,0,0,0,0,4,29,8,34,40,
8,28,12,7,4,13,6,6,2,2,18,237,164,3,0,0,0,0,0,4,20,8,34,40,
9,20,8,4,2,8,4,2,1,7,20,241,165,0,0,0,0,0,0,2,15,8,34,40,
10,18,8,4,2,7,4,2,1,6,20,244,166,2,0,0,0,0,0,2,12,8,34,40,
11,11,11,2,2,4,6,1,1,6,20,242,166,0,0,0,0,0,0,2,14,8,34,40,
12,3,3,1,1,1,1,0,0,2,20,242,166,0,0,0,0,0,0,2,14,8,34,40,
13,10,10,2,2,4,4,1,1,6,20,242,166,0,0,0,0,0,0,2,14,8,34,40,
14,18,18,4,5,9,9,2,4,3,17,242,164,2,0,0,0,0,0,5,15,8,34,40,
15,8,8,2,2,3,3,1,1,4,17,242,164,0,0,0,0,0,0,5,15,8,34,40,
16,10,10,2,2,4,4,1,1,6,17,242,164,0,0,0,0,0,0,5,15,8,34,40,
17,19,19,4,4,8,10,4,2,6,17,240,166,0,0,0,0,0,0,5,16,8,34,40,
18,15,36,3,7,6,22,4,5,4,13,224,165,0,0,0,0,0,0,9,32,8,34,40,
19,4,11,1,3,2,6,1,2,0,11,220,164,0,0,0,0,0,0,11,37,8,34,40,
20,7,17,1,5,3,9,1,3,2,8,214,162,0,0,0,1,0,0,14,44,8,34,40,
21,3,8,1,2,1,4,0,2,1,8,211,160,0,0,0,1,0,0,14,48,8,34,40,
22,0,0,0,0,0,0,0,0,0,8,211,160,0,0,0,0,0,0,14,48,8,34,40,
23,0,18,0,5,0,4,0,5,4,8,207,155,0,0,0,5,0,0,14,54,8,34,40,
0,0,0,0,0,0,0,0,0,0,8,207,155,0,0,0,0,0,0,14,54,8,34,40,
1,0,0,0,0,0,0,0,0,0,8,207,155,0,0,0,0,0,0,14,54,8,34,40,
2,0,0,0,0,0,0,0,0,0,8,207,155,0,0,0,0,0,0,14,54,8,34,40,
3,0,0,0,0,0,0,0,0,0,8,207,155,0,0,0,0,0,0,14,54,8,34,40,
4,0,0,0,0,0,0,0,0,0,8,207,155,0,0,0,0,0,0,14,54,8,34,40,
5,2,1,0,0,1,0,0,0,2,8,208,155,0,0,0,0,0,0,14,53,8,34,40,
6,30,0,6,0,15,0,3,0,6,14,223,158,0,0,0,0,0,0,8,37,8,34,40,
7,19,0,4,0,11,0,3,0,1,18,234,161,0,0,0,0,0,0,4,24,8,34,40,
8,34,14,8,4,15,7,7,3,4,18,242,165,4,0,0,0,0,0,4,14,8,34,40,
9,19,8,4,2,8,4,2,1,6,20,246,166,0,0,0,0,0,0,2,10,8,34,40,
10,11,4,2,1,4,2,1,0,5,21,248,167,0,0,0,0,0,0,1,7,8,34,40,
11,10,10,2,2,4,5,1,1,5,20,247,167,1,0,0,0,0,0,2,8,8,34,40,
12,6,6,1,1,2,2,1,1,4,20,247,167,0,0,0,0,0,0,2,8,8,34,40,
13,5,5,1,1,2,2,0,0,4,20,247,167,0,0,0,0,0,0,2,8,8,34,40,
14,15,15,3,4,8,8,2,3,2,18,246,166,1,1,0,0,0,0,4,10,8,34,40,
15,8,8,2,2,3,3,1,1,4,18,246,166,0,0,0,0,0,0,4,10,8,34,40,
16,9,9,2,2,4,4,1,1,4,18,246,166,0,0,0,0,0,0,4,10,8,34,40,
17,23,23,5,5,9,13,5,3,6,17,240,168,1,2,0,0,0,0,5,15,8,34,40,
18,14,33,3,7,6,20,4,5,2,13,226,167,0,0,0,0,0,0,9,29,8,34,40,
19,4,11,1,3,2,6,1,2,0,11,222,166,0,0,0,0,0,0,11,34,8,34,40,
20,8,20,2,6,3,10,2,4,1,8,215,164,0,0,0,1,0,0,14,42,8,34,40,
21,1,3,0,1,0,2,0,1,0,8,213,163,0,0,0,1,0,0,14,44,8,34,40,
22,0,0,0,0,0,0,0,0,0,8,213,163,0,0,0,0,0,0,14,44,8,34,40,
23,0,28,0,8,0,6,0,8,6,8,207,155,0,0,0,8,0,0,14,54,8,34,40,
0,0,0,0,0,0,0,0,0,0,8,207,155,0,0,0,0,0,0,14,54,8,34,40,
1,0,0,0,0,0,0,0,0,0,8,207,155,0,0,0,0,0,0,14,54,8,34,40,
2,0,0,0,0,0,0,0,0,0,8,207,155,0,0,0,0,0,0,14,54,8,34,40,
3,0,0,0,0,0,0,0,0,0,8,207,155,0,0,0,0,0,0,14,54,8,34,40,
4,0,0,0,0,0,0,0,0,0,8,207,155,0,0,0,0,0,0,14,54,8,34,40,
5,4,2,1,0,2,1,0,0,2,9,208,155,0,0,0,0,0,0,13,53,8,34,40,
6,27,0,5,0,14,0,3,0,5,14,222,158,0,0,0,0,0,0,8,38,8,34,40,
7,20,0,4,0,12,0,3,0,1,18,234,161,0,0,0,0,0,0,4,24,8,34,40,
8,34,14,8,4,15,7,7,3,4,18,242,165,4,0,0,0,0,0,4,14,8,34,40,
9,21,9,4,2,8,5,2,1,8,20,245,166,0,0,0,0,0,0,2,11,8,34,40,
10,19,8,4,2,8,4,2,1,6,20,249,167,2,0,0,0,0,0,2,6,8,34,40,
11,8,8,2,2,3,4,1,1,3,20,248,167,0,0,0,0,0,0,2,7,8,34,40,
12,7,7,1,1,2,3,1,1,5,20,247,167,0,0,0,0,0,0,2,8,8,34,40,
13,11,11,2,2,4,4,1,1,8,20,247,167,0,0,0,0,0,0,2,8,8,34,40,
14,15,15,3,4,8,8,2,3,2,18,246,166,1,1,0,0,0,0,4,10,8,34,40,
15,15,15,3,3,6,6,2,2,8,18,246,166,0,0,0,0,0,0,4,10,8,34,40,
16,10,10,2,2,4,4,1,1,6,18,246,166,0,0,0,0,0,0,4,10,8,34,40,
17,22,22,4,4,9,12,4,3,8,18,242,167,0,1,0,0,0,0,4,13,8,34,40,
18,14,33,3,7,6,20,4,5,2,14,228,166,0,0,0,0,0,0,8,28,8,34,40,
19,4,11,1,3,2,6,1,2,0,12,224,165,0,0,0,0,0,0,10,32,8,34,40,
20,8,18,2,5,3,9,2,4,1,9,218,163,0,0,0,0,0,0,13,39,8,34,40,
21,2,4,0,1,1,2,0,1,1,8,217,162,0,0,0,0,0,0,14,41,8,34,40,
22,0,0,0,0,0,0,0,0,0,8,217,162,0,0,0,0,0,0,14,41,8,34,40,
23,0,22,0,7,0,4,0,6,5,8,213,156,0,0,0,7,0,0,14,48,8,34,40,
0,0,0,0,0,0,0,0,0,0,8,213,156,0,0,0,0,0,0,14,48,8,34,40,
1,0,0,0,0,0,0,0,0,0,8,213,156,0,0,0,0,0,0,14,48,8,34,40,
2,0,0,0,0,0,0,0,0,0,8,213,156,0,0,0,0,0,0,14,48,8,34,40,
3,0,0,0,0,0,0,0,0,0,8,213,156,0,0,0,0,0,0,14,48,8,34,40,
4,0,0,0,0,0,0,0,0,0,8,213,156,0,0,0,0,0,0,14,48,8,34,40,
5,12,5,2,1,5,2,1,0,6,9,216,157,0,0,0,0,0,0,13,44,8,34,40,
6,30,0,6,0,15,0,3,0,6,15,231,160,0,0,0,0,0,0,7,28,8,34,40,
7,19,0,4,0,11,0,3,0,1,19,242,163,0,0,0,0,0,0,3,15,8,34,40,
8,24,10,6,3,11,5,5,2,2,19,248,166,3,0,0,0,0,0,3,8,8,34,40,
9,30,12,6,2,12,7,3,1,11,20,247,168,3,6,0,0,0,0,2,8,8,34,40,
10,18,8,4,2,7,4,2,1,6,20,250,169,2,0,0,0,0,0,2,4,8,34,40,
11,12,12,2,2,5,6,1,1,7,20,248,169,0,1,0,0,0,0,2,6,8,34,40,
12,3,3,1,1,1,1,0,0,2,20,248,169,0,0,0,0,0,0,2,6,8,34,40,
13,8,8,2,2,3,3,1,1,4,20,248,169,0,0,0,0,0,0,2,6,8,34,40,
14,18,18,4,5,9,9,2,4,3,17,244,167,2,4,0,0,0,0,5,11,8,34,40,
15,11,11,2,2,4,4,1,1,8,17,244,167,0,0,0,0,0,0,5,11,8,34,40,
16,11,11,2,2,4,4,1,1,8,17,244,167,0,0,0,0,0,0,5,11,8,34,40,
17,24,24,5,5,10,13,5,3,7,17,240,169,0,1,0,0,0,0,5,14,8,34,40,
18,14,33,3,7,6,20,4,5,2,13,226,168,0,0,0,0,0,0,9,29,8,34,40,
19,3,9,1,2,2,5,1,2,-1,12,223,167,0,0,0,0,0,0,10,32,8,34,40,
20,8,19,2,5,3,10,2,4,1,9,216,165,0,0,0,0,0,0,13,40,8,34,40,
21,3,7,1,2,1,4,0,1,1,8,213,164,0,0,0,0,0,0,14,44,8,34,40,
22,0,0,0,0,0,0,0,0,0,8,213,164,0,0,0,0,0,0,14,44,8,34,40,
23,0,13,0,4,0,3,0,4,2,8,210,160,0,0,0,4,0,0,14,49,8,34,40,
0,0,0,0,0,0,0,0,0,0,8,210,160,0,0,0,0,0,0,14,49,8,34,40,
1,0,0,0,0,0,0,0,0,0,8,210,160,0,0,0,0,0,0,14,49,8,34,40,
2,0,0,0,0,0,0,0,0,0,8,210,160,0,0,0,0,0,0,14,49,8,34,40,
3,0,0,0,0,0,0,0,0,0,8,210,160,0,0,0,0,0,0,14,49,8,34,40,
4,0,0,0,0,0,0,0,0,0,8,210,160,0,0,0,0,0,0,14,49,8,34,40,
5,7,3,1,1,3,1,1,0,3,8,212,161,0,0,0,0,0,0,14,46,8,34,40,
6,33,0,7,0,16,0,3,0,7,15,228,164,0,0,0,0,0,0,7,29,8,34,40,
7,19,0,4,0,11,0,3,0,1,19,239,167,0,0,0,0,0,0,3,16,8,34,40,
8,32,14,8,4,14,7,6,3,4,18,245,170,5,1,0,0,0,0,4,9,8,34,40,
9,25,10,5,2,10,6,2,1,9,20,247,171,1,2,0,0,0,0,2,6,8,34,40,
10,16,6,3,1,6,3,2,1,6,21,249,172,1,1,0,0,0,0,1,4,8,34,40,
11,12,12,2,2,5,6,1,1,7,20,246,172,1,2,0,0,0,0,2,7,8,34,40,
12,7,7,1,1,2,3,1,1,5,20,245,172,0,0,0,0,0,0,2,8,8,34,40,
13,10,10,2,2,4,4,1,1,6,20,245,172,0,0,0,0,0,0,2,8,8,34,40,
14,15,15,3,4,8,8,2,3,2,18,244,171,1,1,0,0,0,0,4,9,8,34,40,
15,9,9,2,2,4,4,1,1,4,18,244,171,0,0,0,0,0,0,4,9,8,34,40,
16,8,8,2,2,3,3,1,1,4,18,244,171,0,0,0,0,0,0,4,9,8,34,40,
17,18,18,4,4,7,10,4,2,5,18,241,173,0,0,0,0,0,0,4,11,8,34,40,
18,18,42,4,8,7,25,5,6,5,14,223,172,0,0,0,0,0,0,8,30,8,34,40,
19,5,13,1,3,2,7,1,3,1,12,218,170,0,0,0,0,0,0,10,36,8,34,40,
20,11,25,2,7,4,13,2,5,3,8,209,167,0,0,0,1,0,0,14,46,8,34,40,
21,4,10,1,2,2,6,0,2,1,8,205,165,0,0,0,1,0,0,14,51,8,34,40,
22,0,0,0,0,0,0,0,0,0,8,205,165,0,0,0,0,0,0,14,51,8,34,40,
23,0,17,0,5,0,3,0,5,4,8,202,160,0,0,0,5,0,0,14,57,8,34,40,
0,0,0,0,0,0,0,0,0,0,8,202,160,0,0,0,0,0,0,14,57,8,34,40,
1,0,0,0,0,0,0,0,0,0,8,202,160,0,0,0,0,0,0,14,57,8,34,40,
2,0,0,0,0,0,0,0,0,0,8,202,160,0,0,0,0,0,0,14,57,8,34,40,
3,0,0,0,0,0,0,0,0,0,8,202,160,0,0,0,0,0,0,14,57,8,34,40,
4,0,0,0,0,0,0,0,0,0,8,202,160,0,0,0,0,0,0,14,57,8,34,40,
5,7,3,1,1,3,1,1,0,3,8,204,161,0,0,0,0,0,0,14,54,8,34,40,
6,36,0,7,0,18,0,4,0,7,15,222,165,0,0,0,0,0,0,7,34,8,34,40,
7,25,0,5,0,15,0,4,0,1,20,237,169,0,0,0,0,0,0,2,17,8,34,40,
8,36,15,9,4,16,8,7,3,4,18,243,173,7,2,0,0,0,0,4,9,8,34,40,
9,26,11,5,2,10,6,3,1,10,20,245,175,1,2,0,0,0,0,2,6,8,34,40,
10,20,8,4,2,8,4,2,1,7,20,247,175,2,2,1,0,0,0,2,4,8,34,40,
11,14,14,3,3,6,7,1,1,7,19,244,175,1,2,0,0,0,0,3,7,8,34,40,
12,3,3,1,1,1,1,0,0,2,19,244,175,0,0,0,0,0,0,3,7,8,34,40,
13,7,7,1,1,3,3,1,1,4,19,244,175,0,0,0,0,0,0,3,7,8,34,40,
14,12,12,2,4,6,6,1,2,3,17,244,174,0,0,0,0,0,0,5,8,8,34,40,
15,6,6,1,1,2,2,1,1,4,17,244,174,0,0,0,0,0,0,5,8,8,34,40,
16,6,6,1,1,2,2,1,1,4,17,244,174,0,0,0,0,0,0,5,8,8,34,40,
17,25,25,5,5,10,14,5,3,8,17,235,176,0,5,0,0,0,0,5,16,8,34,40,
18,16,37,3,7,6,22,5,6,4,13,219,175,0,0,0,0,0,0,9,32,8,34,40,
19,4,10,1,2,2,6,1,2,0,12,215,174,0,0,0,0,0,0,10,37,8,34,40,
20,8,18,2,5,3,9,2,4,1,9,209,172,0,0,0,0,0,0,13,44,8,34,40,
21,5,12,1,3,2,7,0,2,2,8,204,170,0,0,0,1,0,0,14,50,8,34,40,
22,0,0,0,0,0,0,0,0,0,8,204,170,0,0,0,0,0,0,14,50,8,34,40,
23,0,22,0,7,0,4,0,6,5,8,200,164,0,0,0,7,0,0,14,57,8,34,40,
0,0,0,0,0,0,0,0,0,0,8,200,164,0,0,0,0,0,0,14,57,8,34,40,
1,0,0,0,0,0,0,0,0,0,8,200,164,0,0,0,0,0,0,14,57,8,34,40,
2,0,0,0,0,0,0,0,0,0,8,200,164,0,0,0,0,0,0,14,57,8,34,40,
3,0,0,0,0,0,0,0,0,0,8,200,164,0,0,0,0,0,0,14,57,8,34,40,
4,0,0,0,0,0,0,0,0,0,8,200,164,0,0,0,0,0,0,14,57,8,34,40,
5,4,1,1,0,2,0,0,0,2,9,202,164,0,0,0,0,0,0,13,55,8,34,40,
6,34,0,7,0,17,0,3,0,7,16,219,167,0,0,0,0,0,0,6,36,8,34,40,
7,25,0,5,0,15,0,4,0,1,21,234,171,0,0,0,0,0,0,1,19,8,34,40,
8,34,14,8,4,15,7,7,3,4,18,242,175,7,0,0,0,0,0,4,9,8,34,40,
9,20,8,4,2,8,4,2,1,7,20,246,176,0,0,0,0,0,0,2,5,8,34,40,
10,14,6,3,1,6,3,1,1,5,21,247,176,1,2,0,0,0,0,1,4,8,34,40,
11,13,13,3,3,5,6,1,1,7,19,244,176,2,2,0,0,0,0,3,7,8,34,40,
12,6,6,1,1,2,2,1,1,4,19,244,176,0,0,0,0,0,0,3,7,8,34,40,
13,6,6,1,1,2,2,1,1,4,19,244,176,0,0,0,0,0,0,3,7,8,34,40,
14,20,20,4,6,10,10,2,4,4,16,240,174,1,4,0,0,0,0,6,12,8,34,40,
15,8,8,2,2,3,3,1,1,4,16,240,174,0,0,0,0,0,0,6,12,8,34,40,
16,9,9,2,2,4,4,1,1,4,16,240,174,0,0,0,0,0,0,6,12,8,34,40,
17,17,17,3,3,7,9,3,2,7,16,238,175,0,0,0,0,0,0,6,13,8,34,40,
18,18,42,4,8,7,25,5,6,5,12,220,174,0,0,0,0,0,0,10,32,8,34,40,
19,3,7,1,2,2,4,1,1,-1,11,218,174,0,0,0,0,0,0,11,34,8,34,40,
20,9,21,2,6,4,11,2,4,1,8,211,172,0,0,0,1,0,0,14,42,8,34,40,
21,1,4,0,1,0,2,0,1,1,8,209,171,0,0,0,1,0,0,14,44,8,34,40,
22,0,0,0,0,0,0,0,0,0,8,209,171,0,0,0,0,0,0,14,44,8,34,40,
23,0,23,0,7,0,5,0,6,5,8,204,165,0,0,0,7,0,0,14,52,8,34,40,
0,0,0,0,0,0,0,0,0,0,8,204,165,0,0,0,0,0,0,14,52,8,34,40,
1,0,0,0,0,0,0,0,0,0,8,204,165,0,0,0,0,0,0,14,52,8,34,40,
2,0,0,0,0,0,0,0,0,0,8,204,165,0,0,0,0,0,0,14,52,8,34,40,
3,0,0,0,0,0,0,0,0,0,8,204,165,0,0,0,0,0,0,14,52,8,34,40,
4,0,0,0,0,0,0,0,0,0,8,204,165,0,0,0,0,0,0,14,52,8,34,40,
5,7,3,1,1,3,1,1,0,3,8,206,166,0,0,0,0,0,0,14,50,8,34,40,
6,35,0,7,0,18,0,4,0,6,15,224,170,0,0,0,0,0,0,7,30,8,34,40,
7,22,0,4,0,13,0,3,0,2,19,237,173,0,0,0,0,0,0,3,15,8,34,40,
8,35,15,9,4,16,8,7,3,3,18,241,177,6,4,0,0,0,0,4,9,8,34,40,
9,18,8,4,2,7,4,2,1,6,20,244,178,0,0,0,0,0,0,2,6,8,34,40,
10,14,6,3,1,6,3,1,1,5,21,246,178,1,1,0,0,0,0,1,4,8,34,40,
11,10,10,2,2,4,5,1,1,5,20,244,178,1,1,0,0,0,0,2,6,8,34,40,
12,6,6,1,1,2,2,1,1,4,20,244,178,0,0,0,0,0,0,2,6,8,34,40,
13,8,8,2,2,3,3,1,1,4,20,244,178,0,0,0,0,0,0,2,6,8,34,40,
14,19,19,4,6,10,10,2,4,2,16,239,176,2,5,0,0,0,0,6,12,8,34,40,
15,13,13,3,3,5,5,1,1,8,16,239,176,0,0,0,0,0,0,6,12,8,34,40,
16,10,10,2,2,4,4,1,1,6,16,239,176,0,0,0,0,0,0,6,12,8,34,40,
17,22,22,4,4,9,12,4,3,8,16,236,177,0,0,0,0,0,0,6,14,8,34,40,
18,15,35,3,7,6,21,4,5,4,12,221,176,0,0,0,0,0,0,10,30,8,34,40,
19,4,10,1,2,2,6,1,2,0,11,217,175,0,0,0,0,0,0,11,34,8,34,40,
20,9,22,2,6,4,11,2,4,2,8,210,173,0,0,0,1,0,0,14,42,8,34,40,
21,3,7,1,2,1,4,0,1,1,8,207,172,0,0,0,1,0,0,14,46,8,34,40,
22,0,0,0,0,0,0,0,0,0,8,207,172,0,0,0,0,0,0,14,46,8,34,40,
23,0,24,0,7,0,5,0,7,5,8,202,165,0,0,0,7,0,0,14,54,8,34,40,
0,0,0,0,0,0,0,0,0,0,8,202,165,0,0,0,0,0,0,14,54,8,34,40,
1,0,0,0,0,0,0,0,0,0,8,202,165,0,0,0,0,0,0,14,54,8,34,40,
2,0,0,0,0,0,0,0,0,0,8,202,165,0,0,0,0,0,0,14,54,8,34,40,
3,0,0,0,0,0,0,0,0,0,8,202,165,0,0,0,0,0,0,14,54,8,34,40,
4,0,0,0,0,0,0,0,0,0,8,202,165,0,0,0,0,0,0,14,54,8,34,40,
5,7,3,1,1,3,1,1,0,3,8,204,166,0,0,0,0,0,0,14,52,8,34,40,
6,38,0,8,0,19,0,4,0,7,16,223,170,0,0,0,0,0,0,6,31,8,34,40,
7,14,0,3,0,8,0,2,0,1,19,231,172,0,0,0,0,0,0,3,22,8,34,40,
8,24,10,6,3,11,5,5,2,2,19,237,175,3,0,0,0,0,0,3,14,8,34,40,
9,16,7,3,1,6,4,2,1,6,21,239,176,0,0,0,0,0,0,1,12,8,34,40,
10,14,6,3,1,6,3,1,1,5,21,242,176,2,0,0,0,0,0,1,9,8,34,40,
11,11,11,2,2,4,6,1,1,6,20,240,176,1,0,0,0,0,0,2,11,8,34,40,
12,7,7,1,1,2,3,1,1,5,20,239,176,0,0,0,0,0,0,2,12,8,34,40,
13,10,10,2,2,4,4,1,1,6,20,239,176,0,0,0,0,0,0,2,12,8,34,40,
14,16,16,3,5,8,8,2,3,3,17,239,175,1,0,0,0,0,0,5,12,8,34,40,
15,12,12,2,2,5,5,1,1,8,17,239,175,0,0,0,0,0,0,5,12,8,34,40,
16,8,8,2,2,3,3,1,1,4,17,239,175,0,0,0,0,0,0,5,12,8,34,40,
17,17,17,3,3,7,9,3,2,7,17,237,176,0,0,0,0,0,0,5,14,8,34,40,
18,12,28,2,6,5,17,4,4,2,13,225,176,0,0,0,0,0,0,9,26,8,34,40,
19,4,10,1,2,2,6,1,2,0,12,221,175,0,0,0,0,0,0,10,30,8,34,40,
20,8,19,2,5,3,10,2,4,1,9,214,173,0,0,0,0,0,0,13,38,8,34,40,
21,2,6,0,1,1,3,0,1,2,8,212,172,0,0,0,0,0,0,14,41,8,34,40,
22,0,0,0,0,0,0,0,0,0,8,212,172,0,0,0,0,0,0,14,41,8,34,40,
23,0,21,0,6,0,4,0,6,5,8,208,166,0,0,0,6,0,0,14,48,8,34,40,
0,0,0,0,0,0,0,0,0,0,8,208,166,0,0,0,0,0,0,14,48,8,34,40,
1,0,0,0,0,0,0,0,0,0,8,208,166,0,0,0,0,0,0,14,48,8,34,40,
2,0,0,0,0,0,0,0,0,0,8,208,166,0,0,0,0,0,0,14,48,8,34,40,
3,0,0,0,0,0,0,0,0,0,8,208,166,0,0,0,0,0,0,14,48,8,34,40,
4,0,0,0,0,0,0,0,0,0,8,208,166,0,0,0,0,0,0,14,48,8,34,40,
5,6,2,1,0,2,1,1,0,3,9,209,167,0,0,0,0,0,0,13,46,8,34,40,
6,28,0,6,0,14,0,3,0,5,15,223,170,0,0,0,0,0,0,7,31,8,34,40,
7,23,0,5,0,14,0,3,0,1,20,237,173,0,0,0,0,0,0,2,15,8,34,40,
8,29,12,7,4,13,6,6,2,3,18,244,176,5,0,1,0,0,0,4,7,8,34,40,
9,18,7,4,1,7,4,2,1,6,21,246,177,0,1,0,0,0,0,1,4,8,34,40,
10,16,7,3,1,6,4,2,1,6,21,245,178,2,3,0,0,0,0,1,5,8,34,40,
11,9,9,2,2,4,4,1,1,4,20,245,178,1,0,0,0,0,0,2,5,8,34,40,
12,6,6,1,1,2,2,1,1,4,20,245,178,0,0,0,0,0,0,2,5,8,34,40,
13,6,6,1,1,2,2,1,1,4,20,245,178,0,0,0,0,0,0,2,5,8,34,40,
14,13,13,3,4,6,6,1,3,3,18,243,176,1,2,0,0,0,0,4,8,8,34,40,
15,14,14,3,3,6,6,1,1,8,18,243,176,0,0,0,0,0,0,4,8,8,34,40,
16,9,9,2,2,4,4,1,1,4,18,243,176,0,0,0,0,0,0,4,8,8,34,40,
17,24,24,5,5,10,13,5,3,7,17,236,177,1,4,1,0,0,0,5,14,8,34,40,
18,15,35,3,7,6,21,4,5,4,13,221,176,0,0,0,0,0,0,9,30,8,34,40,
19,4,9,1,2,2,5,1,2,0,12,218,175,0,0,0,0,0,0,10,33,8,34,40,
20,11,26,2,7,4,13,2,5,4,8,209,172,0,0,0,1,0,0,14,44,8,34,40,
21,4,11,1,3,2,6,0,2,1,8,205,170,0,0,0,2,0,0,14,49,8,34,40,
22,0,0,0,0,0,0,0,0,0,8,205,170,0,0,0,0,0,0,14,49,8,34,40,
23,0,19,0,6,0,4,0,5,4,8,201,165,0,0,0,6,0,0,14,55,8,34,40,
0,0,0,0,0,0,0,0,0,0,8,201,165,0,0,0,0,0,0,14,55,8,34,40,
1,0,0,0,0,0,0,0,0,0,8,201,165,0,0,0,0,0,0,14,55,8,34,40,
2,0,0,0,0,0,0,0,0,0,8,201,165,0,0,0,0,0,0,14,55,8,34,40,
3,0,0,0,0,0,0,0,0,0,8,201,165,0,0,0,0,0,0,14,55,8,34,40,
4,0,0,0,0,0,0,0,0,0,8,201,165,0,0,0,0,0,0,14,55,8,34,40,
5,2,1,0,0,1,0,0,0,2,8,202,165,0,0,0,0,0,0,14,54,8,34,40,
6,28,0,6,0,14,0,3,0,5,14,216,168,0,0,0,0,0,0,8,39,8,34,40,
7,18,0,4,0,11,0,3,0,0,18,227,171,0,0,0,0,0,0,4,26,8,34,40,
8,28,12,7,4,13,6,6,2,2,18,234,175,3,0,0,0,0,0,4,17,8,34,40,
9,23,10,5,2,9,6,2,1,8,20,237,176,1,0,0,0,0,0,2,14,8,34,40,
10,11,4,2,1,4,2,1,0,5,21,239,177,0,0,0,0,0,0,1,11,8,34,40,
11,8,8,2,2,3,4,1,1,3,20,238,177,1,0,0,0,0,0,2,12,8,34,40,
12,3,3,1,1,1,1,0,0,2,20,238,177,0,0,0,0,0,0,2,12,8,34,40,
13,7,7,1,1,3,3,1,1,4,20,238,177,0,0,0,0,0,0,2,12,8,34,40,
14,18,18,4,5,9,9,2,4,3,17,238,175,2,0,0,0,0,0,5,13,8,34,40,
15,7,7,1,1,3,3,1,1,4,17,238,175,0,0,0,0,0,0,5,13,8,34,40,
16,17,17,3,3,7,7,2,2,10,17,238,175,0,0,0,0,0,0,5,13,8,34,40,
17,23,23,5,5,9,13,5,3,6,17,234,177,0,0,0,0,0,0,5,16,8,34,40,
18,16,39,3,8,6,23,5,6,4,12,217,176,0,0,0,0,0,0,10,34,8,34,40,
19,4,10,1,2,2,6,1,2,0,11,213,175,0,0,0,0,0,0,11,38,8,34,40,
20,9,23,2,6,4,12,2,5,1,8,205,172,0,0,0,1,0,0,14,48,8,34,40,
21,1,4,0,1,0,2,0,1,1,8,203,171,0,0,0,1,0,0,14,50,8,34,40,
22,0,0,0,0,0,0,0,0,0,8,203,171,0,0,0,0,0,0,14,50,8,34,40,
23,0,22,0,7,0,4,0,6,5,8,199,165,0,0,0,7,0,0,14,57,8,34,40,
0,0,0,0,0,0,0,0,0,0,8,199,165,0,0,0,0,0,0,14,57,8,34,40,
1,0,0,0,0,0,0,0,0,0,8,199,165,0,0,0,0,0,0,14,57,8,34,40,
2,0,0,0,0,0,0,0,0,0,8,199,165,0,0,0,0,0,0,14,57,8,34,40,
3,0,0,0,0,0,0,0,0,0,8,199,165,0,0,0,0,0,0,14,57,8,34,40,
4,0,0,0,0,0,0,0,0,0,8,199,165,0,0,0,0,0,0,14,57,8,34,40,
5,8,3,2,1,3,1,1,0,3,9,201,166,0,0,0,0,0,0,13,55,8,34,40,
6,38,0,8,0,19,0,4,0,7,17,220,170,0,0,0,0,0,0,5,34,8,34,40,
7,12,0,2,0,7,0,2,0,1,19,227,172,0,0,0,0,0,0,3,26,8,34,40,
8,28,12,7,4,13,6,6,2,2,18,234,176,4,0,0,0,0,0,4,17,8,34,40,
9,18,7,4,1,7,4,2,1,6,21,237,177,0,0,0,0,0,0,1,13,8,34,40,
10,21,9,4,2,8,4,2,1,9,20,241,178,3,0,0,0,0,0,2,9,8,34,40,
11,13,13,3,3,5,6,1,1,7,19,240,178,1,0,0,0,0,0,3,10,8,34,40,
12,5,5,1,1,2,2,0,0,4,19,240,178,0,0,0,0,0,0,3,10,8,34,40,
13,10,10,2,2,4,4,1,1,6,19,240,178,0,0,0,0,0,0,3,10,8,34,40,
14,15,15,3,4,8,8,2,3,2,18,240,177,0,0,0,0,0,0,4,10,8,34,40,
15,13,13,3,3,5,5,1,1,8,18,240,177,0,0,0,0,0,0,4,10,8,34,40,
16,11,11,2,2,4,4,1,1,8,18,240,177,0,0,0,0,0,0,4,10,8,34,40,
17,27,27,5,5,11,15,5,3,10,17,233,179,1,3,0,0,0,0,5,16,8,34,40,
18,11,25,2,5,4,15,3,4,3,14,222,178,0,0,0,0,0,0,8,28,8,34,40,
19,3,8,1,2,2,4,1,2,-1,13,220,177,0,0,0,0,0,0,9,30,8,34,40,
20,8,19,2,5,3,10,2,4,1,10,213,175,0,0,0,0,0,0,12,38,8,34,40,
21,2,4,0,1,1,2,0,1,1,9,212,174,0,0,0,0,0,0,13,40,8,34,40,
22,0,0,0,0,0,0,0,0,0,9,212,174,0,0,0,0,0,0,13,40,8,34,40,
23,0,26,0,8,0,5,0,7,6,8,207,167,0,0,0,7,0,0,14,48,8,34,40,
