clock,passenger_enter,passenger_leave,car_enter,car_leave,motorcycle_enter,motorcycle_leave,bicycle_enter,bicycle_leave,walker,car_parked,motorcycle_parked,bicycle_parked,car_cannot_park,motorcycle_cannot_park,bicycle_cannot_park,car_left_failed,motorcycle_left_failed,bicycle_left_failed,remain_car_parking_space,remain_motorcycle_parking_space,CPU_time(in second)
16,10,10,2,2,4,4,1,1,6,20,100,59,0,0,0,0,0,0,70,497,
17,20,20,4,4,8,11,4,2,7,20,97,61,0,0,0,0,0,0,70,499,
18,14,34,3,7,6,20,4,5,3,16,83,60,0,0,0,0,0,0,74,514,
19,5,13,1,3,2,7,1,3,1,14,78,58,0,0,0,0,0,0,76,520,
20,11,25,2,7,4,13,2,5,3,9,69,55,0,0,0,0,0,0,81,530,
21,3,7,1,2,1,4,0,1,1,8,66,54,0,0,0,0,0,0,82,534,
22,0,0,0,0,0,0,0,0,0,8,66,54,0,0,0,0,0,0,82,534,
23,0,22,0,7,0,4,0,6,5,1,62,48,0,0,0,0,0,0,89,541,
0,0,0,0,0,0,0,0,0,0,1,62,48,0,0,0,0,0,0,89,541,
1,0,0,0,0,0,0,0,0,0,1,62,48,0,0,0,0,0,0,89,541,
2,0,0,0,0,0,0,0,0,0,1,62,48,0,0,0,0,0,0,89,541,
3,0,0,0,0,0,0,0,0,0,1,62,48,0,0,0,0,0,0,89,541,
4,0,0,0,0,0,0,0,0,0,1,62,48,0,0,0,0,0,0,89,541,
5,9,4,2,1,4,2,1,0,3,2,64,49,0,0,0,0,0,0,88,538,
6,31,0,6,0,16,0,3,0,6,8,80,52,0,0,0,0,0,0,82,521,
7,30,0,6,0,18,0,4,0,2,14,98,56,0,0,0,0,0,0,76,501,
8,27,11,7,3,12,6,5,2,3,18,104,59,0,0,0,0,0,0,72,493,
9,23,9,5,2,9,5,2,1,8,21,108,60,0,0,0,0,0,0,69,489,
10,17,7,3,1,7,4,2,1,6,23,111,61,0,0,0,0,0,0,67,485,
11,9,9,2,2,4,4,1,1,4,23,111,61,0,0,0,0,0,0,67,485,
12,7,7,1,1,2,3,1,1,5,23,110,61,0,0,0,0,0,0,67,486,
13,8,8,2,2,3,3,1,1,4,23,110,61,0,0,0,0,0,0,67,486,
14,15,15,3,4,8,8,2,3,2,22,110,60,0,0,0,0,0,0,68,487,
15,5,5,1,1,2,2,0,0,4,22,110,60,0,0,0,0,0,0,68,487,
16,10,10,2,2,4,4,1,1,6,22,110,60,0,0,0,0,0,0,68,487,
17,21,21,4,4,8,12,4,3,7,22,106,61,0,0,0,0,0,0,68,490,
18,13,31,3,6,5,19,4,5,2,19,92,60,0,0,0,0,0,0,71,505,
19,4,10,1,2,2,6,1,2,0,18,88,59,0,0,0,0,0,0,72,509,
20,9,23,2,6,4,12,2,5,1,14,80,56,0,0,0,0,0,0,76,519,
21,3,7,1,2,1,4,0,1,1,13,77,55,0,0,0,0,0,0,77,522,
22,0,0,0,0,0,0,0,0,0,13,77,55,0,0,0,0,0,0,77,522,
23,0,15,0,4,0,3,0,4,4,9,74,51,0,0,0,0,0,0,81,527,
0,0,0,0,0,0,0,0,0,0,9,74,51,0,0,0,0,0,0,81,527,
1,0,0,0,0,0,0,0,0,0,9,74,51,0,0,0,0,0,0,81,527,
2,0,0,0,0,0,0,0,0,0,9,74,51,0,0,0,0,0,0,81,527,
3,0,0,0,0,0,0,0,0,0,9,74,51,0,0,0,0,0,0,81,527,
4,0,0,0,0,0,0,0,0,0,9,74,51,0,0,0,0,0,0,81,527,
5,8,3,2,1,3,1,1,0,3,10,76,52,0,0,0,0,0,0,80,525,
6,27,0,5,0,14,0,3,0,5,15,90,55,0,0,0,0,0,0,75,509,
7,18,0,4,0,11,0,3,0,0,19,101,58,0,0,0,0,0,0,71,497,
8,30,12,8,4,14,6,6,2,2,23,109,62,0,0,0,0,0,0,67,487,
9,25,11,5,2,10,6,2,1,10,26,113,63,0,0,0,0,0,0,64,482,
10,14,6,3,1,6,3,1,1,5,28,116,63,0,0,0,0,0,0,62,479,
11,7,7,1,1,3,4,1,1,3,28,115,63,0,0,0,0,0,0,62,480,
12,4,4,1,1,1,2,0,0,3,28,114,63,0,0,0,0,0,0,62,481,
13,8,8,2,2,3,3,1,1,4,28,114,63,0,0,0,0,0,0,62,481,
14,18,18,4,5,9,9,2,4,3,27,114,61,0,0,0,0,0,0,63,482,
15,9,9,2,2,4,4,1,1,4,27,114,61,0,0,0,0,0,0,63,482,
16,7,7,1,1,3,3,1,1,4,27,114,61,0,0,0,0,0,0,63,482,
17,23,23,5,5,9,13,5,3,6,27,110,63,0,0,0,0,0,0,63,485,
18,14,32,3,6,6,19,4,5,3,24,97,62,0,0,0,0,0,0,66,499,
19,7,17,1,4,4,9,2,3,1,21,92,61,0,0,0,0,0,0,69,504,
20,8,18,2,5,3,9,2,4,1,18,86,59,0,0,0,0,0,0,72,511,
21,4,10,1,2,2,6,0,2,1,17,82,57,0,0,0,0,0,0,73,516,
22,0,0,0,0,0,0,0,0,0,17,82,57,0,0,0,0,0,0,73,516,
23,0,23,0,7,0,5,0,6,5,10,77,51,0,0,0,0,0,0,80,524,
0,0,0,0,0,0,0,0,0,0,10,77,51,0,0,0,0,0,0,80,524,
1,0,0,0,0,0,0,0,0,0,10,77,51,0,0,0,0,0,0,80,524,
2,0,0,0,0,0,0,0,0,0,10,77,51,0,0,0,0,0,0,80,524,
3,0,0,0,0,0,0,0,0,0,10,77,51,0,0,0,0,0,0,80,524,
4,0,0,0,0,0,0,0,0,0,10,77,51,0,0,0,0,0,0,80,524,
5,8,3,2,1,3,1,1,0,3,11,79,52,0,0,0,0,0,0,79,522,
6,36,0,7,0,18,0,4,0,7,18,97,56,0,0,0,0,0,0,72,502,
7,20,0,4,0,12,0,3,0,1,22,109,59,0,0,0,0,0,0,68,488,
8,31,13,8,4,14,6,6,3,3,26,117,62,0,0,0,0,0,0,64,479,
9,23,9,5,2,9,5,2,1,8,29,121,63,0,0,0,0,0,0,61,474,
10,17,7,3,1,7,4,2,1,6,31,124,64,0,0,0,0,0,0,59,471,
11,9,9,2,2,4,4,1,1,4,31,124,64,0,0,0,0,0,0,59,471,
12,4,4,1,1,1,2,0,0,3,31,123,64,0,0,0,0,0,0,59,472,
13,9,9,2,2,4,4,1,1,4,31,123,64,0,0,0,0,0,0,59,472,
14,15,15,3,4,8,8,2,3,2,30,123,63,0,0,0,0,0,0,60,472,
15,16,16,3,3,6,6,2,2,10,30,123,63,0,0,0,0,0,0,60,472,
16,9,9,2,2,4,4,1,1,4,30,123,63,0,0,0,0,0,0,60,472,
17,28,28,6,6,11,15,6,3,9,30,119,66,0,0,0,0,0,0,60,475,
18,16,39,3,8,6,23,5,6,4,25,102,65,0,0,0,0,0,0,65,492,
19,3,9,1,2,2,5,1,2,-1,24,99,64,0,0,0,0,0,0,66,496,
20,13,32,3,9,5,16,3,6,3,18,88,61,0,0,0,0,0,0,72,508,
21,2,5,0,1,1,3,0,1,1,17,86,60,0,0,0,0,0,0,73,511,
22,0,0,0,0,0,0,0,0,0,17,86,60,0,0,0,0,0,0,73,511,
23,0,22,0,7,0,4,0,6,5,10,82,54,0,0,0,0,0,0,80,518,
0,0,0,0,0,0,0,0,0,0,10,82,54,0,0,0,0,0,0,80,518,
1,0,0,0,0,0,0,0,0,0,10,82,54,0,0,0,0,0,0,80,518,
2,0,0,0,0,0,0,0,0,0,10,82,54,0,0,0,0,0,0,80,518,
3,0,0,0,0,0,0,0,0,0,10,82,54,0,0,0,0,0,0,80,518,
4,0,0,0,0,0,0,0,0,0,10,82,54,0,0,0,0,0,0,80,518,
5,8,3,2,1,3,1,1,0,3,11,84,55,0,0,0,0,0,0,79,515,
6,27,0,5,0,14,0,3,0,5,16,98,58,0,0,0,0,0,0,74,500,
7,19,0,4,0,11,0,3,0,1,20,109,61,0,0,0,0,0,0,70,487,
8,34,14,8,4,15,7,7,3,4,24,117,65,0,0,0,0,0,0,66,477,
9,19,8,4,2,8,4,2,1,6,26,121,66,0,0,0,0,0,0,64,473,
10,17,7,3,1,7,4,2,1,6,28,124,67,0,0,0,0,0,0,62,469,
11,12,12,2,2,5,6,1,1,7,28,123,67,0,0,0,0,0,0,62,470,
12,4,4,1,1,1,2,0,0,3,28,122,67,0,0,0,0,0,0,62,471,
13,8,8,2,2,3,3,1,1,4,28,122,67,0,0,0,0,0,0,62,471,
14,18,18,4,5,9,9,2,4,3,27,122,65,0,0,0,0,0,0,63,472,
15,10,10,2,2,4,4,1,1,6,27,122,65,0,0,0,0,0,0,63,472,
16,8,8,2,2,3,3,1,1,4,27,122,65,0,0,0,0,0,0,63,472,
17,22,22,4,4,9,12,4,3,8,27,119,66,0,0,0,0,0,0,63,475,
18,14,32,3,6,6,19,4,5,3,24,106,65,0,0,0,0,0,0,66,488,
19,4,11,1,3,2,6,1,2,0,22,102,64,0,0,0,0,0,0,68,493,
20,10,25,2,7,4,13,2,5,2,17,93,61,0,0,0,0,0,0,73,503,
21,1,4,0,1,0,2,0,1,1,16,91,60,0,0,0,0,0,0,74,506,
22,0,0,0,0,0,0,0,0,0,16,91,60,0,0,0,0,0,0,74,506,
23,0,14,0,4,0,3,0,4,3,12,88,56,0,0,0,0,0,0,78,511,
0,0,0,0,0,0,0,0,0,0,12,88,56,0,0,0,0,0,0,78,511,
1,0,0,0,0,0,0,0,0,0,12,88,56,0,0,0,0,0,0,78,511,
2,0,0,0,0,0,0,0,0,0,12,88,56,0,0,0,0,0,0,78,511,
3,0,0,0,0,0,0,0,0,0,12,88,56,0,0,0,0,0,0,78,511,
4,0,0,0,0,0,0,0,0,0,12,88,56,0,0,0,0,0,0,78,511,
5,8,3,2,1,3,1,1,0,3,13,90,57,0,0,0,0,0,0,77,508,
6,39,0,8,0,20,0,4,0,7,21,110,61,0,0,0,0,0,0,69,486,
7,20,0,4,0,12,0,3,0,1,25,122,64,0,0,0,0,0,0,65,473,
8,31,13,8,4,14,6,6,3,3,29,130,67,0,0,0,0,0,0,61,463,
9,33,14,7,3,13,8,3,1,12,33,135,69,0,0,0,0,0,0,57,457,
10,14,6,3,1,6,3,1,1,5,35,138,69,0,0,0,0,0,0,55,454,
11,8,8,2,2,3,4,1,1,3,35,137,69,0,0,0,0,0,0,55,455,
12,6,6,1,1,2,2,1,1,4,35,137,69,0,0,0,0,0,0,55,455,
13,7,7,1,1,3,3,1,1,4,35,137,69,0,0,0,0,0,0,55,455,
14,15,15,3,4,8,8,2,3,2,34,137,68,0,0,0,0,0,0,56,456,
15,12,12,2,2,5,5,1,1,8,34,137,68,0,0,0,0,0,0,56,456,
16,10,10,2,2,4,4,1,1,6,34,137,68,0,0,0,0,0,0,56,456,
17,19,19,4,4,8,10,4,2,6,34,135,70,0,0,0,0,0,0,56,457,
18,17,39,3,8,7,23,5,6,4,29,119,69,0,0,0,0,0,0,61,473,
19,5,12,1,3,2,7,1,2,1,27,114,68,0,0,0,0,0,0,63,479,
20,10,25,2,7,4,13,2,5,2,22,105,65,0,0,0,0,0,0,68,489,
21,3,7,1,2,1,4,0,1,1,21,102,64,0,0,0,0,0,0,69,493,
22,0,0,0,0,0,0,0,0,0,21,102,64,0,0,0,0,0,0,69,493,
23,0,19,0,6,0,4,0,5,4,15,98,59,0,0,0,0,0,0,75,499,
0,0,0,0,0,0,0,0,0,0,15,98,59,0,0,0,0,0,0,75,499,
1,0,0,0,0,0,0,0,0,0,15,98,59,0,0,0,0,0,0,75,499,
2,0,0,0,0,0,0,0,0,0,15,98,59,0,0,0,0,0,0,75,499,
3,0,0,0,0,0,0,0,0,0,15,98,59,0,0,0,0,0,0,75,499,
4,0,0,0,0,0,0,0,0,0,15,98,59,0,0,0,0,0,0,75,499,
5,8,3,2,1,3,1,1,0,3,16,100,60,0,0,0,0,0,0,74,497,
6,34,0,7,0,17,0,3,0,7,23,117,63,0,0,0,0,0,0,67,478,
7,16,0,3,0,10,0,2,0,1,26,127,65,0,0,0,0,0,0,64,467,
8,33,14,8,4,15,7,7,3,3,30,135,69,0,0,0,0,0,0,60,457,
9,21,9,4,2,8,5,2,1,8,32,138,70,0,0,0,0,0,0,58,454,
10,17,7,3,1,7,4,2,1,6,34,141,71,0,0,0,0,0,0,56,450,
11,11,11,2,2,4,6,1,1,6,34,139,71,0,0,0,0,0,0,56,452,
12,6,6,1,1,2,2,1,1,4,34,139,71,0,0,0,0,0,0,56,452,
13,6,6,1,1,2,2,1,1,4,34,139,71,0,0,0,0,0,0,56,452,
14,14,14,3,4,7,7,1,3,3,33,139,69,0,0,0,0,0,0,57,453,
15,10,10,2,2,4,4,1,1,6,33,139,69,0,0,0,0,0,0,57,453,
16,13,13,3,3,5,5,1,1,8,33,139,69,0,0,0,0,0,0,57,453,
17,26,26,5,5,10,14,5,3,10,33,135,71,0,0,0,0,0,0,57,456,
18,19,45,4,9,8,27,6,7,3,28,116,70,0,0,0,0,0,0,62,476,
19,5,11,1,3,2,6,1,2,1,26,112,69,0,0,0,0,0,0,64,480,
20,11,25,2,7,4,13,2,5,3,21,103,66,0,0,0,0,0,0,69,491,
21,1,2,0,0,0,1,0,0,2,21,102,66,0,0,0,0,0,0,69,492,
22,0,0,0,0,0,0,0,0,0,21,102,66,0,0,0,0,0,0,69,492,
23,0,15,0,4,0,3,0,4,4,17,99,62,0,0,0,0,0,0,73,497,
0,0,0,0,0,0,0,0,0,0,17,99,62,0,0,0,0,0,0,73,497,
1,0,0,0,0,0,0,0,0,0,17,99,62,0,0,0,0,0,0,73,497,
2,0,0,0,0,0,0,0,0,0,17,99,62,0,0,0,0,0,0,73,497,
3,0,0,0,0,0,0,0,0,0,17,99,62,0,0,0,0,0,0,73,497,
4,0,0,0,0,0,0,0,0,0,17,99,62,0,0,0,0,0,0,73,497,
5,5,2,1,0,2,1,0,0,3,18,100,62,0,0,0,0,0,0,72,496,
6,28,0,6,0,14,0,3,0,5,24,114,65,0,0,0,0,0,0,66,480,
7,20,0,4,0,12,0,3,0,1,28,126,68,0,0,0,0,0,0,62,467,
8,29,12,7,4,13,6,6,2,3,31,133,72,0,0,0,0,0,0,59,458,
9,18,8,4,2,7,4,2,1,6,33,136,73,0,0,0,0,0,0,57,454,
10,16,6,3,1,6,3,2,1,6,35,139,74,0,0,0,0,0,0,55,451,
11,12,12,2,2,5,6,1,1,7,35,138,74,0,0,0,0,0,0,55,452,
12,6,6,1,1,2,2,1,1,4,35,138,74,0,0,0,0,0,0,55,452,
13,12,12,2,2,5,5,1,1,8,35,138,74,0,0,0,0,0,0,55,452,
14,19,19,4,6,10,10,2,4,2,33,138,72,0,0,0,0,0,0,57,453,
15,7,7,1,1,3,3,1,1,4,33,138,72,0,0,0,0,0,0,57,453,
16,15,15,3,3,6,6,2,2,8,33,138,72,0,0,0,0,0,0,57,453,
17,24,24,5,5,10,13,5,3,7,33,135,74,0,0,0,0,0,0,57,455,
18,17,41,3,8,7,25,5,6,4,28,117,73,0,0,0,0,0,0,62,473,
19,3,7,1,2,2,4,1,1,-1,27,115,73,0,0,0,0,0,0,63,475,
20,7,17,1,5,3,9,1,3,2,23,109,71,0,0,0,0,0,0,67,482,
21,3,7,1,2,1,4,0,1,1,22,106,70,0,0,0,0,0,0,68,486,
22,0,0,0,0,0,0,0,0,0,22,106,70,0,0,0,0,0,0,68,486,
23,0,19,0,6,0,4,0,5,4,16,102,65,0,0,0,0,0,0,74,492,
0,0,0,0,0,0,0,0,0,0,16,102,65,0,0,0,0,0,0,74,492,
1,0,0,0,0,0,0,0,0,0,16,102,65,0,0,0,0,0,0,74,492,
2,0,0,0,0,0,0,0,0,0,16,102,65,0,0,0,0,0,0,74,492,
3,0,0,0,0,0,0,0,0,0,16,102,65,0,0,0,0,0,0,74,492,
4,0,0,0,0,0,0,0,0,0,16,102,65,0,0,0,0,0,0,74,492,
5,6,2,1,0,2,1,1,0,3,17,103,66,0,0,0,0,0,0,73,491,
6,39,0,8,0,20,0,4,0,7,25,123,70,0,0,0,0,0,0,65,469,
7,10,0,2,0,6,0,2,0,0,27,129,72,0,0,0,0,0,0,63,462,
8,27,11,7,3,12,6,5,2,3,31,135,75,0,0,0,0,0,0,59,454,
9,18,8,4,2,7,4,2,1,6,33,138,76,0,0,0,0,0,0,57,451,
10,11,4,2,1,4,2,1,0,5,34,140,77,0,0,0,0,0,0,56,448,
11,10,10,2,2,4,5,1,1,5,34,139,77,0,0,0,0,0,0,56,449,
12,5,5,1,1,2,2,0,0,4,34,139,77,0,0,0,0,0,0,56,449,
13,10,10,2,2,4,4,1,1,6,34,139,77,0,0,0,0,0,0,56,449,
14,15,15,3,4,8,8,2,3,2,33,139,76,0,0,0,0,0,0,57,450,
15,7,7,1,1,3,3,1,1,4,33,139,76,0,0,0,0,0,0,57,450,
16,7,7,1,1,3,3,1,1,4,33,139,76,0,0,0,0,0,0,57,450,
17,31,31,6,6,12,17,6,4,11,33,134,78,0,0,0,0,0,0,57,454,
18,17,40,3,8,7,24,5,6,4,28,117,77,0,0,0,0,0,0,62,471,
19,5,11,1,3,2,6,1,2,1,26,113,76,0,0,0,0,0,0,64,476,
20,11,26,2,7,4,13,2,5,4,21,104,73,0,0,0,0,0,0,69,486,
21,3,7,1,2,1,4,0,1,1,20,101,72,0,0,0,0,0,0,70,490,
22,0,0,0,0,0,0,0,0,0,20,101,72,0,0,0,0,0,0,70,490,
23,0,18,0,5,0,4,0,5,4,15,97,67,0,0,0,0,0,0,75,496,
0,0,0,0,0,0,0,0,0,0,15,97,67,0,0,0,0,0,0,75,496,
1,0,0,0,0,0,0,0,0,0,15,97,67,0,0,0,0,0,0,75,496,
2,0,0,0,0,0,0,0,0,0,15,97,67,0,0,0,0,0,0,75,496,
3,0,0,0,0,0,0,0,0,0,15,97,67,0,0,0,0,0,0,75,496,
4,0,0,0,0,0,0,0,0,0,15,97,67,0,0,0,0,0,0,75,496,
5,8,3,2,1,3,1,1,0,3,16,99,68,0,0,0,0,0,0,74,494,
6,32,0,6,0,16,0,3,0,7,22,115,71,0,0,0,0,0,0,68,476,
7,21,0,4,0,13,0,3,0,1,26,128,74,0,0,0,0,0,0,64,462,
8,21,9,5,3,9,4,4,2,3,28,133,76,0,0,0,0,0,0,62,456,
9,17,7,3,1,7,4,2,1,6,30,136,77,0,0,0,0,0,0,60,452,
10,9,4,2,1,4,2,1,0,3,31,138,78,0,0,0,0,0,0,59,450,
11,10,10,2,2,4,5,1,1,5,31,137,78,0,0,0,0,0,0,59,451,
12,4,4,1,1,1,2,0,0,3,31,136,78,0,0,0,0,0,0,59,452,
13,9,9,2,2,4,4,1,1,4,31,136,78,0,0,0,0,0,0,59,452,
14,21,21,4,6,10,10,2,4,6,29,136,76,0,0,0,0,0,0,61,453,
15,11,11,2,2,4,4,1,1,8,29,136,76,0,0,0,0,0,0,61,453,
16,12,12,2,2,5,5,1,1,8,29,136,76,0,0,0,0,0,0,61,453,
17,22,22,4,4,9,12,4,3,8,29,133,77,0,0,0,0,0,0,61,455,
18,13,31,3,6,5,19,4,5,2,26,119,76,0,0,0,0,0,0,64,470,
19,4,9,1,2,2,5,1,2,0,25,116,75,0,0,0,0,0,0,65,473,
20,9,21,2,6,4,11,2,4,1,21,109,73,0,0,0,0,0,0,69,481,
21,2,6,0,1,1,3,0,1,2,20,107,72,0,0,0,0,0,0,70,484,
22,0,0,0,0,0,0,0,0,0,20,107,72,0,0,0,0,0,0,70,484,
23,0,13,0,4,0,3,0,4,2,16,104,68,0,0,0,0,0,0,74,489,
0,0,0,0,0,0,0,0,0,0,16,104,68,0,0,0,0,0,0,74,489,
1,0,0,0,0,0,0,0,0,0,16,104,68,0,0,0,0,0,0,74,489,
2,0,0,0,0,0,0,0,0,0,16,104,68,0,0,0,0,0,0,74,489,
3,0,0,0,0,0,0,0,0,0,16,104,68,0,0,0,0,0,0,74,489,
4,0,0,0,0,0,0,0,0,0,16,104,68,0,0,0,0,0,0,74,489,
5,8,3,2,1,3,1,1,0,3,17,106,69,0,0,0,0,0,0,73,486,
6,29,0,6,0,14,0,3,0,6,23,120,72,0,0,0,0,0,0,67,471,
7,12,0,2,0,7,0,2,0,1,25,127,74,0,0,0,0,0,0,65,463,
8,23,10,6,3,10,5,5,2,2,28,132,77,0,0,0,0,0,0,62,456,
9,19,8,4,2,8,4,2,1,6,30,136,78,0,0,0,0,0,0,60,452,
10,17,7,3,1,7,4,2,1,6,32,139,79,0,0,0,0,0,0,58,448,
11,11,11,2,2,4,6,1,1,6,32,137,79,0,0,0,0,0,0,58,450,
12,7,7,1,1,2,3,1,1,5,32,136,79,0,0,0,0,0,0,58,451,
13,10,10,2,2,4,4,1,1,6,32,136,79,0,0,0,0,0,0,58,451,
14,19,19,4,6,10,10,2,4,2,30,136,77,0,0,0,0,0,0,60,452,
15,9,9,2,2,4,4,1,1,4,30,136,77,0,0,0,0,0,0,60,452,
16,10,10,2,2,4,4,1,1,6,30,136,77,0,0,0,0,0,0,60,452,
17,26,26,5,5,10,14,5,3,10,30,132,79,0,0,0,0,0,0,60,455,
18,19,44,4,9,8,26,6,7,3,25,114,78,0,0,0,0,0,0,65,474,
19,2,6,0,1,1,3,0,1,2,24,112,77,0,0,0,0,0,0,66,476,
20,11,25,2,7,4,13,2,5,3,19,103,74,0,0,0,0,0,0,71,487,
21,3,7,1,2,1,4,0,1,1,18,100,73,0,0,0,0,0,0,72,490,
22,0,0,0,0,0,0,0,0,0,18,100,73,0,0,0,0,0,0,72,490,
23,0,23,0,7,0,5,0,6,5,11,95,67,0,0,0,0,0,0,79,498,
0,0,0,0,0,0,0,0,0,0,11,95,67,0,0,0,0,0,0,79,498,
1,0,0,0,0,0,0,0,0,0,11,95,67,0,0,0,0,0,0,79,498,
2,0,0,0,0,0,0,0,0,0,11,95,67,0,0,0,0,0,0,79,498,
3,0,0,0,0,0,0,0,0,0,11,95,67,0,0,0,0,0,0,79,498,
4,0,0,0,0,0,0,0,0,0,11,95,67,0,0,0,0,0,0,79,498,
5,3,1,1,0,1,0,0,0,2,12,96,67,0,0,0,0,0,0,78,497,
6,26,0,5,0,13,0,3,0,5,17,109,70,0,0,0,0,0,0,73,483,
7,26,0,5,0,16,0,4,0,1,22,125,74,0,0,0,0,0,0,68,465,
8,34,14,8,4,15,7,7,3,4,26,133,78,0,0,0,0,0,0,64,455,
9,22,9,4,2,9,5,2,1,8,28,137,79,0,0,0,0,0,0,62,450,
10,16,6,3,1,6,3,2,1,6,30,140,80,0,0,0,0,0,0,60,447,
11,13,13,3,3,5,6,1,1,7,30,139,80,0,0,0,0,0,0,60,448,
12,3,3,1,1,1,1,0,0,2,30,139,80,0,0,0,0,0,0,60,448,
13,14,14,3,3,6,6,1,1,8,30,139,80,0,0,0,0,0,0,60,448,
14,14,14,3,4,7,7,1,3,3,29,139,78,0,0,0,0,0,0,61,449,
15,11,11,2,2,4,4,1,1,8,29,139,78,0,0,0,0,0,0,61,449,
16,8,8,2,2,3,3,1,1,4,29,139,78,0,0,0,0,0,0,61,449,
17,28,28,6,6,11,15,6,3,9,29,135,81,0,0,0,0,0,0,61,451,
18,16,39,3,8,6,23,5,6,4,24,118,80,0,0,0,0,0,0,66,469,
19,5,12,1,3,2,7,1,2,1,22,113,79,0,0,0,0,0,0,68,474,
20,7,17,1,5,3,9,1,3,2,18,107,77,0,0,0,0,0,0,72,481,
21,2,4,0,1,1,2,0,1,1,17,106,76,0,0,0,0,0,0,73,483,
22,0,0,0,0,0,0,0,0,0,17,106,76,0,0,0,0,0,0,73,483,
23,0,28,0,8,0,6,0,8,6,9,100,68,0,0,0,0,0,0,81,493,
0,0,0,0,0,0,0,0,0,0,9,100,68,0,0,0,0,0,0,81,493,
1,0,0,0,0,0,0,0,0,0,9,100,68,0,0,0,0,0,0,81,493,
2,0,0,0,0,0,0,0,0,0,9,100,68,0,0,0,0,0,0,81,493,
3,0,0,0,0,0,0,0,0,0,9,100,68,0,0,0,0,0,0,81,493,
4,0,0,0,0,0,0,0,0,0,9,100,68,0,0,0,0,0,0,81,493,
5,5,2,1,0,2,1,0,0,3,10,101,68,0,0,0,0,0,0,80,492,
6,43,0,9,0,22,0,4,0,8,19,123,72,0,0,0,0,0,0,71,468,
7,23,0,5,0,14,0,3,0,1,24,137,75,0,0,0,0,0,0,66,452,
8,21,9,5,3,9,4,4,2,3,26,142,77,0,0,0,0,0,0,64,446,
9,23,9,5,2,9,5,2,1,8,29,146,78,0,0,0,0,0,0,61,442,
10,7,3,1,1,3,2,1,0,2,29,147,79,0,0,0,0,0,0,61,440,
11,13,13,3,3,5,6,1,1,7,29,146,79,0,0,0,0,0,0,61,441,
12,9,9,2,2,3,4,1,1,5,29,145,79,0,0,0,0,0,0,61,442,
13,6,6,1,1,2,2,1,1,4,29,145,79,0,0,0,0,0,0,61,442,
14,17,17,3,5,8,8,2,3,5,27,145,78,0,0,0,0,0,0,63,443,
15,11,11,2,2,4,4,1,1,8,27,145,78,0,0,0,0,0,0,63,443,
16,11,11,2,2,4,4,1,1,8,27,145,78,0,0,0,0,0,0,63,443,
17,28,28,6,6,11,15,6,3,9,27,141,81,0,0,0,0,0,0,63,445,
18,17,39,3,8,7,23,5,6,4,22,125,80,0,0,0,0,0,0,68,462,
19,5,13,1,3,2,7,1,3,1,20,120,78,0,0,0,0,0,0,70,468,
20,9,22,2,6,4,11,2,4,2,16,113,76,0,0,0,0,0,0,74,476,
21,2,4,0,1,1,2,0,1,1,15,112,75,0,0,0,0,0,0,75,477,
22,0,0,0,0,0,0,0,0,0,15,112,75,0,0,0,0,0,0,75,477,
23,0,24,0,7,0,5,0,7,5,8,107,68,0,0,0,0,0,0,82,486,
0,0,0,0,0,0,0,0,0,0,8,107,68,0,0,0,0,0,0,82,486,
1,0,0,0,0,0,0,0,0,0,8,107,68,0,0,0,0,0,0,82,486,
2,0,0,0,0,0,0,0,0,0,8,107,68,0,0,0,0,0,0,82,486,
3,0,0,0,0,0,0,0,0,0,8,107,68,0,0,0,0,0,0,82,486,
4,0,0,0,0,0,0,0,0,0,8,107,68,0,0,0,0,0,0,82,486,
5,3,1,1,0,1,0,0,0,2,9,108,68,0,0,0,0,0,0,81,485,
6,38,0,8,0,19,0,4,0,7,17,127,72,0,0,0,0,0,0,73,464,
7,17,0,3,0,10,0,3,0,1,20,137,75,0,0,0,0,0,0,70,452,
8,21,9,5,3,9,4,4,2,3,22,142,77,0,0,0,0,0,0,68,446,
9,26,11,5,2,10,6,3,1,10,25,146,79,0,0,0,0,0,0,65,441,
10,17,7,3,1,7,4,2,1,6,27,149,80,0,0,0,0,0,0,63,438,
11,8,8,2,2,3,4,1,1,3,27,148,80,0,0,0,0,0,0,63,439,
12,6,6,1,1,2,2,1,1,4,27,148,80,0,0,0,0,0,0,63,439,
13,12,12,2,2,5,5,1,1,8,27,148,80,0,0,0,0,0,0,63,439,
14,18,18,4,5,9,9,2,4,3,26,148,78,0,0,0,0,0,0,64,440,
15,13,13,3,3,5,5,1,1,8,26,148,78,0,0,0,0,0,0,64,440,
16,10,10,2,2,4,4,1,1,6,26,148,78,0,0,0,0,0,0,64,440,
17,20,20,4,4,8,11,4,2,7,26,145,80,0,0,0,0,0,0,64,442,
18,15,35,3,7,6,21,4,5,4,22,130,79,0,0,0,0,0,0,68,457,
19,3,7,1,2,2,4,1,1,-1,21,128,79,0,0,0,0,0,0,69,459,
20,6,14,1,4,2,7,1,3,2,18,123,77,0,0,0,0,0,0,72,465,
21,3,8,1,2,1,4,0,2,1,17,120,75,0,0,0,0,0,0,73,469,
22,0,0,0,0,0,0,0,0,0,17,120,75,0,0,0,0,0,0,73,469,
23,0,18,0,5,0,4,0,5,4,12,116,70,0,0,0,0,0,0,78,476,
0,0,0,0,0,0,0,0,0,0,12,116,70,0,0,0,0,0,0,78,476,
