clock,passenger_enter,passenger_leave,car_enter,car_leave,motorcycle_enter,motorcycle_leave,bicycle_enter,bicycle_leave,walker,car_parked,motorcycle_parked,bicycle_parked,car_cannot_park,motorcycle_cannot_park,bicycle_cannot_park,car_left_failed,motorcycle_left_failed,bicycle_left_failed,remain_car_parking_space,remain_motorcycle_parking_space,CPU_time(in second)
7,17,0,3,0,10,0,3,0,1,35,448,112,0,0,0,0,0,0,55,123,
8,39,16,10,5,18,8,8,3,3,40,458,117,0,0,0,0,0,0,50,110,
9,20,8,4,2,8,4,2,1,7,42,462,118,0,0,0,0,0,0,48,106,
10,16,6,3,1,6,3,2,1,6,44,465,119,0,0,0,0,0,0,46,102,
11,9,9,2,2,4,4,1,1,4,44,465,119,0,0,0,0,0,0,46,102,
12,6,6,1,1,2,2,1,1,4,44,465,119,0,0,0,0,0,0,46,102,
13,11,11,2,2,4,4,1,1,8,44,465,119,0,0,0,0,0,0,46,102,
14,18,18,4,5,9,9,2,4,3,43,465,117,0,0,0,0,0,0,47,103,
15,10,10,2,2,4,4,1,1,6,43,465,117,0,0,0,0,0,0,47,103,
16,6,6,1,1,2,2,1,1,4,43,465,117,0,0,0,0,0,0,47,103,
17,22,22,4,4,9,12,4,3,8,43,462,118,0,0,0,0,0,0,47,106,
18,15,36,3,7,6,22,4,5,4,39,446,117,0,0,0,0,0,0,51,122,
19,5,12,1,3,2,7,1,2,1,37,441,116,0,0,0,0,0,0,53,128,
20,9,23,2,6,4,12,2,5,1,33,433,113,0,0,0,0,0,0,57,137,
21,3,7,1,2,1,4,0,1,1,32,430,112,0,0,0,0,0,0,58,141,
22,0,0,0,0,0,0,0,0,0,32,430,112,0,0,0,0,0,0,58,141,
23,0,22,0,7,0,4,0,6,5,25,426,106,0,0,0,0,0,0,65,148,
0,0,0,0,0,0,0,0,0,0,25,426,106,0,0,0,0,0,0,65,148,
1,0,0,0,0,0,0,0,0,0,25,426,106,0,0,0,0,0,0,65,148,
2,0,0,0,0,0,0,0,0,0,25,426,106,0,0,0,0,0,0,65,148,
3,0,0,0,0,0,0,0,0,0,25,426,106,0,0,0,0,0,0,65,148,
4,0,0,0,0,0,0,0,0,0,25,426,106,0,0,0,0,0,0,65,148,
5,6,2,1,0,2,1,1,0,3,26,427,107,0,0,0,0,0,0,64,146,
6,36,0,7,0,18,0,4,0,7,33,445,111,0,0,0,0,0,0,57,126,
7,17,0,3,0,10,0,3,0,1,36,455,114,0,0,0,0,0,0,54,115,
8,30,12,8,4,14,6,6,2,2,40,463,118,0,0,0,0,0,0,50,105,
9,18,7,4,1,7,4,2,1,6,43,466,119,0,0,0,0,0,0,47,101,
10,18,8,4,2,7,4,2,1,6,45,469,120,0,0,0,0,0,0,45,98,
11,15,15,3,3,6,8,2,2,6,45,467,120,0,0,0,0,0,0,45,100,
12,6,6,1,1,2,2,1,1,4,45,467,120,0,0,0,0,0,0,45,100,
13,8,8,2,2,3,3,1,1,4,45,467,120,0,0,0,0,0,0,45,100,
14,16,16,3,5,8,8,2,3,3,43,467,119,0,0,0,0,0,0,47,100,
15,12,12,2,2,5,5,1,1,8,43,467,119,0,0,0,0,0,0,47,100,
16,9,9,2,2,4,4,1,1,4,43,467,119,0,0,0,0,0,0,47,100,
17,21,21,4,4,8,12,4,3,7,43,463,120,0,0,0,0,0,0,47,104,
18,15,35,3,7,6,21,4,5,4,39,448,119,0,0,0,0,0,0,51,119,
19,3,8,1,2,2,4,1,2,-1,38,446,118,0,0,0,0,0,0,52,122,
20,8,19,2,5,3,10,2,4,1,35,439,116,0,0,0,0,0,0,55,130,
21,3,7,1,2,1,4,0,1,1,34,436,115,0,0,0,0,0,0,56,133,
22,0,0,0,0,0,0,0,0,0,34,436,115,0,0,0,0,0,0,56,133,
23,0,22,0,7,0,4,0,6,5,27,432,109,0,0,0,0,0,0,63,140,
0,0,0,0,0,0,0,0,0,0,27,432,109,0,0,0,0,0,0,63,140,
1,0,0,0,0,0,0,0,0,0,27,432,109,0,0,0,0,0,0,63,140,
2,0,0,0,0,0,0,0,0,0,27,432,109,0,0,0,0,0,0,63,140,
3,0,0,0,0,0,0,0,0,0,27,432,109,0,0,0,0,0,0,63,140,
4,0,0,0,0,0,0,0,0,0,27,432,109,0,0,0,0,0,0,63,140,
5,8,3,2,1,3,1,1,0,3,28,434,110,0,0,0,0,0,0,62,138,
6,27,0,5,0,14,0,3,0,5,33,448,113,0,0,0,0,0,0,57,122,
7,25,0,5,0,15,0,4,0,1,38,463,117,0,0,0,0,0,0,52,105,
8,33,14,8,4,15,7,7,3,3,42,471,121,0,0,0,0,0,0,48,95,
9,18,7,4,1,7,4,2,1,6,45,474,122,0,0,0,0,0,0,45,92,
10,16,7,3,1,6,4,2,1,6,47,476,123,0,0,0,0,0,0,43,89,
11,10,10,2,2,4,5,1,1,5,47,475,123,0,0,0,0,0,0,43,90,
12,8,8,2,2,2,3,1,1,5,47,474,123,0,0,0,0,0,0,43,91,
13,12,12,2,2,5,5,1,1,8,47,474,123,0,0,0,0,0,0,43,91,
14,13,13,3,4,6,6,1,3,3,46,474,121,0,0,0,0,0,0,44,92,
15,9,9,2,2,4,4,1,1,4,46,474,121,0,0,0,0,0,0,44,92,
16,15,15,3,3,6,6,2,2,8,46,474,121,0,0,0,0,0,0,44,92,
17,22,22,4,4,9,12,4,3,8,46,471,122,0,0,0,0,0,0,44,95,
18,16,37,3,7,6,22,5,6,4,42,455,121,0,0,0,0,0,0,48,111,
19,3,7,1,2,2,4,1,1,-1,41,453,121,0,0,0,0,0,0,49,113,
20,11,27,2,8,4,14,2,5,3,35,443,118,0,0,0,0,0,0,55,125,
21,3,8,1,2,1,4,0,2,1,34,440,116,0,0,0,0,0,0,56,129,
22,0,0,0,0,0,0,0,0,0,34,440,116,0,0,0,0,0,0,56,129,
23,0,15,0,4,0,3,0,4,4,30,437,112,0,0,0,0,0,0,60,134,
0,0,0,0,0,0,0,0,0,0,30,437,112,0,0,0,0,0,0,60,134,
1,0,0,0,0,0,0,0,0,0,30,437,112,0,0,0,0,0,0,60,134,
2,0,0,0,0,0,0,0,0,0,30,437,112,0,0,0,0,0,0,60,134,
3,0,0,0,0,0,0,0,0,0,30,437,112,0,0,0,0,0,0,60,134,
4,0,0,0,0,0,0,0,0,0,30,437,112,0,0,0,0,0,0,60,134,
5,7,3,1,1,3,1,1,0,3,30,439,113,0,0,0,0,0,0,60,131,
6,38,0,8,0,19,0,4,0,7,38,458,117,0,0,0,0,0,0,52,110,
7,19,0,4,0,11,0,3,0,1,42,469,120,0,0,0,0,0,0,48,98,
8,34,14,8,4,15,7,7,3,4,46,477,124,0,0,0,0,0,0,44,88,
9,27,11,5,2,11,6,3,1,10,49,482,126,0,0,0,0,0,0,41,82,
10,15,6,3,1,6,3,2,1,5,51,485,127,0,0,0,0,0,0,39,78,
11,9,9,2,2,4,4,1,1,4,51,485,127,0,0,0,0,0,0,39,78,
12,5,5,1,1,2,2,0,0,4,51,485,127,0,0,0,0,0,0,39,78,
13,6,6,1,1,2,2,1,1,4,51,485,127,0,0,0,0,0,0,39,78,
14,15,15,3,4,8,8,2,3,2,50,485,126,0,0,0,0,0,0,40,79,
15,12,12,2,2,5,5,1,1,8,50,485,126,0,0,0,0,0,0,40,79,
16,10,10,2,2,4,4,1,1,6,50,485,126,0,0,0,0,0,0,40,79,
17,18,18,4,4,7,10,4,2,5,50,482,128,0,0,0,0,0,0,40,81,
18,14,33,3,7,6,20,4,5,2,46,468,127,0,0,0,0,0,0,44,95,
19,6,14,1,3,3,8,2,3,0,44,463,126,0,0,0,0,0,0,46,101,
20,9,22,2,6,4,11,2,4,2,40,456,124,0,0,0,0,0,0,50,109,
21,5,12,1,3,2,7,0,2,2,38,451,122,0,0,0,0,0,0,52,115,
22,0,0,0,0,0,0,0,0,0,38,451,122,0,0,0,0,0,0,52,115,
23,0,31,0,9,0,6,0,9,7,29,445,113,0,0,0,0,0,0,61,125,
0,0,0,0,0,0,0,0,0,0,29,445,113,0,0,0,0,0,0,61,125,
1,0,0,0,0,0,0,0,0,0,29,445,113,0,0,0,0,0,0,61,125,
2,0,0,0,0,0,0,0,0,0,29,445,113,0,0,0,0,0,0,61,125,
3,0,0,0,0,0,0,0,0,0,29,445,113,0,0,0,0,0,0,61,125,
4,0,0,0,0,0,0,0,0,0,29,445,113,0,0,0,0,0,0,61,125,
5,4,2,1,0,2,1,0,0,2,30,446,113,0,0,0,0,0,0,60,124,
6,42,0,8,0,21,0,4,0,9,38,467,117,0,0,0,0,0,0,52,101,
7,25,0,5,0,15,0,4,0,1,43,482,121,0,0,0,0,0,0,47,84,
8,30,12,8,4,14,6,6,2,2,47,490,125,0,0,0,0,0,0,43,74,
9,23,10,5,2,9,6,2,1,8,50,493,126,0,0,0,0,0,0,40,71,
10,10,4,2,1,4,2,1,0,4,51,495,127,0,0,0,0,0,0,39,68,
11,8,8,2,2,3,4,1,1,3,51,494,127,0,0,0,0,0,0,39,69,
12,3,3,1,1,1,1,0,0,2,51,494,127,0,0,0,0,0,0,39,69,
13,10,10,2,2,4,4,1,1,6,51,494,127,0,0,0,0,0,0,39,69,
14,17,17,3,5,8,8,2,3,5,49,494,126,0,0,0,0,0,0,41,70,
15,12,12,2,2,5,5,1,1,8,49,494,126,0,0,0,0,0,0,41,70,
16,9,9,2,2,4,4,1,1,4,49,494,126,0,0,0,0,0,0,41,70,
17,26,26,5,5,10,14,5,3,10,49,490,128,0,0,0,0,0,0,41,73,
18,12,30,2,6,5,18,4,4,3,45,477,128,0,0,0,0,0,0,45,86,
19,4,11,1,3,2,6,1,2,0,43,473,127,0,0,0,0,0,0,47,90,
20,8,19,2,5,3,10,2,4,1,40,466,125,0,0,0,0,0,0,50,98,
21,4,9,1,2,2,5,0,2,1,39,463,123,0,0,0,0,0,0,51,102,
22,0,0,0,0,0,0,0,0,0,39,463,123,0,0,0,0,0,0,51,102,
23,0,29,0,9,0,6,0,8,6,30,457,115,0,0,0,0,0,0,60,112,
0,0,0,0,0,0,0,0,0,0,30,457,115,0,0,0,0,0,0,60,112,
1,0,0,0,0,0,0,0,0,0,30,457,115,0,0,0,0,0,0,60,112,
2,0,0,0,0,0,0,0,0,0,30,457,115,0,0,0,0,0,0,60,112,
3,0,0,0,0,0,0,0,0,0,30,457,115,0,0,0,0,0,0,60,112,
4,0,0,0,0,0,0,0,0,0,30,457,115,0,0,0,0,0,0,60,112,
5,10,4,2,1,4,2,1,0,4,31,459,116,0,0,0,0,0,0,59,110,
6,26,0,5,0,13,0,3,0,5,36,472,119,0,0,0,0,0,0,54,95,
7,22,0,4,0,13,0,3,0,2,40,485,122,0,0,0,0,0,0,50,81,
8,30,13,8,4,14,6,6,3,2,44,493,125,0,0,0,0,0,0,46,71,
9,17,7,3,1,7,4,2,1,6,46,496,126,0,0,0,0,0,0,44,68,
10,15,6,3,1,6,3,2,1,5,48,499,127,0,0,0,0,0,0,42,64,
11,8,8,2,2,3,4,1,1,3,48,498,127,0,0,0,0,0,0,42,65,
12,4,4,1,1,1,2,0,0,3,48,497,127,0,0,0,0,0,0,42,66,
13,9,9,2,2,4,4,1,1,4,48,497,127,0,0,0,0,0,0,42,66,
14,14,14,3,4,7,7,1,3,3,47,497,125,0,0,0,0,0,0,43,67,
15,13,13,3,3,5,5,1,1,8,47,497,125,0,0,0,0,0,0,43,67,
16,10,10,2,2,4,4,1,1,6,47,497,125,0,0,0,0,0,0,43,67,
17,18,18,4,4,7,10,4,2,5,47,494,127,0,0,0,0,0,0,43,69,
18,12,30,2,6,5,18,4,4,3,43,481,127,0,0,0,0,0,0,47,82,
19,4,10,1,2,2,6,1,2,0,42,477,126,0,0,0,0,0,0,48,87,
20,9,23,2,6,4,12,2,5,1,38,469,123,0,0,0,0,0,0,52,96,
21,3,7,1,2,1,4,0,1,1,37,466,122,0,0,0,0,0,0,53,100,
22,0,0,0,0,0,0,0,0,0,37,466,122,0,0,0,0,0,0,53,100,
23,0,26,0,8,0,5,0,7,6,29,461,115,0,0,0,0,0,0,61,108,
0,0,0,0,0,0,0,0,0,0,29,461,115,0,0,0,0,0,0,61,108,
1,0,0,0,0,0,0,0,0,0,29,461,115,0,0,0,0,0,0,61,108,
2,0,0,0,0,0,0,0,0,0,29,461,115,0,0,0,0,0,0,61,108,
3,0,0,0,0,0,0,0,0,0,29,461,115,0,0,0,0,0,0,61,108,
4,0,0,0,0,0,0,0,0,0,29,461,115,0,0,0,0,0,0,61,108,
5,11,5,2,1,4,2,1,0,6,30,463,116,0,0,0,0,0,0,60,106,
6,28,0,6,0,14,0,3,0,5,36,477,119,0,0,0,0,0,0,54,90,
7,28,0,6,0,17,0,4,0,1,42,494,123,0,0,0,0,0,0,48,71,
8,20,8,5,2,9,4,4,2,2,45,499,125,0,0,0,0,0,0,45,65,
9,27,11,5,2,11,6,3,1,10,48,504,127,0,0,0,0,0,0,42,59,
10,9,4,2,1,4,2,1,0,3,49,506,128,0,0,0,0,0,0,41,57,
11,9,9,2,2,4,4,1,1,4,49,506,128,0,0,0,0,0,0,41,57,
12,4,4,1,1,1,2,0,0,3,49,505,128,0,0,0,0,0,0,41,58,
13,11,11,2,2,4,4,1,1,8,49,505,128,0,0,0,0,0,0,41,58,
14,17,17,3,5,8,8,2,3,5,47,505,127,0,0,0,0,0,0,43,58,
15,8,8,2,2,3,3,1,1,4,47,505,127,0,0,0,0,0,0,43,58,
16,13,13,3,3,5,5,1,1,8,47,505,127,0,0,0,0,0,0,43,58,
17,18,18,4,4,7,10,4,2,5,47,502,129,0,0,0,0,0,0,43,60,
18,17,40,3,8,7,24,5,6,4,42,485,128,0,0,0,0,0,0,48,78,
19,3,9,1,2,2,5,1,2,-1,41,482,127,0,0,0,0,0,0,49,81,
20,9,21,2,6,4,11,2,4,1,37,475,125,0,0,0,0,0,0,53,89,
21,6,14,1,3,2,8,1,3,2,35,469,123,0,0,0,0,0,0,55,96,
22,0,0,0,0,0,0,0,0,0,35,469,123,0,0,0,0,0,0,55,96,
23,0,24,0,7,0,5,0,7,5,28,464,116,0,0,0,0,0,0,62,105,
0,0,0,0,0,0,0,0,0,0,28,464,116,0,0,0,0,0,0,62,105,
1,0,0,0,0,0,0,0,0,0,28,464,116,0,0,0,0,0,0,62,105,
2,0,0,0,0,0,0,0,0,0,28,464,116,0,0,0,0,0,0,62,105,
3,0,0,0,0,0,0,0,0,0,28,464,116,0,0,0,0,0,0,62,105,
4,0,0,0,0,0,0,0,0,0,28,464,116,0,0,0,0,0,0,62,105,
5,5,2,1,0,2,1,0,0,3,29,465,116,0,0,0,0,0,0,61,104,
6,29,0,6,0,14,0,3,0,6,35,479,119,0,0,0,0,0,0,55,88,
7,24,0,5,0,14,0,4,0,1,40,493,123,0,0,0,0,0,0,50,72,
8,35,15,9,4,16,8,7,3,3,45,501,127,0,0,0,0,0,0,45,62,
9,21,9,4,2,8,5,2,1,8,47,504,128,0,0,0,0,0,0,43,59,
10,10,4,2,1,4,2,1,0,4,48,506,129,0,0,0,0,0,0,42,56,
11,9,9,2,2,4,4,1,1,4,48,506,129,0,0,0,0,0,0,42,56,
12,4,4,1,1,1,2,0,0,3,48,505,129,0,0,0,0,0,0,42,57,
13,11,11,2,2,4,4,1,1,8,48,505,129,0,0,0,0,0,0,42,57,
14,11,11,2,3,6,6,1,2,2,47,505,128,0,0,0,0,0,0,43,58,
15,14,14,3,3,6,6,1,1,8,47,505,128,0,0,0,0,0,0,43,58,
16,8,8,2,2,3,3,1,1,4,47,505,128,0,0,0,0,0,0,43,58,
17,25,25,5,5,10,14,5,3,8,47,501,130,0,0,0,0,0,0,43,61,
18,18,42,4,8,7,25,5,6,5,43,483,129,0,0,0,0,0,0,47,79,
19,4,10,1,2,2,6,1,2,0,42,479,128,0,0,0,0,0,0,48,84,
20,11,25,2,7,4,13,2,5,3,37,470,125,0,0,0,0,0,0,53,94,
21,4,10,1,2,2,6,0,2,1,36,466,123,0,0,0,0,0,0,54,99,
22,0,0,0,0,0,0,0,0,0,36,466,123,0,0,0,0,0,0,54,99,
23,0,21,0,6,0,4,0,6,5,30,462,117,0,0,0,0,0,0,60,106,
0,0,0,0,0,0,0,0,0,0,30,462,117,0,0,0,0,0,0,60,106,
1,0,0,0,0,0,0,0,0,0,30,462,117,0,0,0,0,0,0,60,106,
2,0,0,0,0,0,0,0,0,0,30,462,117,0,0,0,0,0,0,60,106,
3,0,0,0,0,0,0,0,0,0,30,462,117,0,0,0,0,0,0,60,106,
4,0,0,0,0,0,0,0,0,0,30,462,117,0,0,0,0,0,0,60,106,
5,7,3,1,1,3,1,1,0,3,30,464,118,0,0,0,0,0,0,60,104,
6,34,0,7,0,17,0,3,0,7,37,481,121,0,0,0,0,0,0,53,85,
7,14,0,3,0,8,0,2,0,1,40,489,123,0,0,0,0,0,0,50,76,
8,26,11,6,3,12,6,5,2,3,43,495,126,0,0,0,0,0,0,47,69,
9,15,6,3,1,6,3,2,1,5,45,498,127,0,0,0,0,0,0,45,65,
10,8,3,2,1,3,2,1,0,2,46,499,128,0,0,0,0,0,0,44,64,
11,12,12,2,2,5,6,1,1,7,46,498,128,0,0,0,0,0,0,44,65,
12,3,3,1,1,1,1,0,0,2,46,498,128,0,0,0,0,0,0,44,65,
13,16,16,3,3,6,6,2,2,10,46,498,128,0,0,0,0,0,0,44,65,
14,17,17,3,5,8,8,2,3,5,44,498,127,0,0,0,0,0,0,46,65,
15,10,10,2,2,4,4,1,1,6,44,498,127,0,0,0,0,0,0,46,65,
16,11,11,2,2,4,4,1,1,8,44,498,127,0,0,0,0,0,0,46,65,
17,23,23,5,5,9,13,5,3,6,44,494,129,0,0,0,0,0,0,46,68,
18,12,30,2,6,5,18,4,4,3,40,481,129,0,0,0,0,0,0,50,81,
19,4,10,1,2,2,6,1,2,0,39,477,128,0,0,0,0,0,0,51,86,
20,12,30,2,8,5,15,2,6,4,33,467,124,0,0,0,0,0,0,57,98,
21,3,7,1,2,1,4,0,1,1,32,464,123,0,0,0,0,0,0,58,101,
22,0,0,0,0,0,0,0,0,0,32,464,123,0,0,0,0,0,0,58,101,
23,0,18,0,5,0,4,0,5,4,27,460,118,0,0,0,0,0,0,63,108,
0,0,0,0,0,0,0,0,0,0,27,460,118,0,0,0,0,0,0,63,108,
1,0,0,0,0,0,0,0,0,0,27,460,118,0,0,0,0,0,0,63,108,
2,0,0,0,0,0,0,0,0,0,27,460,118,0,0,0,0,0,0,63,108,
3,0,0,0,0,0,0,0,0,0,27,460,118,0,0,0,0,0,0,63,108,
4,0,0,0,0,0,0,0,0,0,27,460,118,0,0,0,0,0,0,63,108,
5,10,4,2,1,4,2,1,0,4,28,462,119,0,0,0,0,0,0,62,105,
6,28,0,6,0,14,0,3,0,5,34,476,122,0,0,0,0,0,0,56,90,
7,15,0,3,0,9,0,2,0,1,37,485,124,0,0,0,0,0,0,53,80,
8,23,10,6,3,10,5,5,2,2,40,490,127,0,0,0,0,0,0,50,73,
9,19,8,4,2,8,4,2,1,6,42,494,128,0,0,0,0,0,0,48,69,
10,21,9,4,2,8,4,2,1,9,44,498,129,0,0,0,0,0,0,46,64,
11,10,10,2,2,4,5,1,1,5,44,497,129,0,0,0,0,0,0,46,65,
12,6,6,1,1,2,2,1,1,4,44,497,129,0,0,0,0,0,0,46,65,
13,13,13,3,3,5,5,1,1,8,44,497,129,0,0,0,0,0,0,46,65,
14,16,16,3,5,8,8,2,3,3,42,497,128,0,0,0,0,0,0,48,66,
15,11,11,2,2,4,4,1,1,8,42,497,128,0,0,0,0,0,0,48,66,
16,13,13,3,3,5,5,1,1,8,42,497,128,0,0,0,0,0,0,48,66,
17,26,26,5,5,10,14,5,3,10,42,493,130,0,0,0,0,0,0,48,69,
18,14,33,3,7,6,20,4,5,2,38,479,129,0,0,0,0,0,0,52,83,
19,4,9,1,2,2,5,1,2,0,37,476,128,0,0,0,0,0,0,53,87,
20,11,26,2,7,4,13,2,5,4,32,467,125,0,0,0,0,0,0,58,97,
21,2,5,0,1,1,3,0,1,1,31,465,124,0,0,0,0,0,0,59,100,
22,0,0,0,0,0,0,0,0,0,31,465,124,0,0,0,0,0,0,59,100,
23,0,30,0,9,0,6,0,8,7,22,459,116,0,0,0,0,0,0,68,110,
0,0,0,0,0,0,0,0,0,0,22,459,116,0,0,0,0,0,0,68,110,
1,0,0,0,0,0,0,0,0,0,22,459,116,0,0,0,0,0,0,68,110,
2,0,0,0,0,0,0,0,0,0,22,459,116,0,0,0,0,0,0,68,110,
3,0,0,0,0,0,0,0,0,0,22,459,116,0,0,0,0,0,0,68,110,
4,0,0,0,0,0,0,0,0,0,22,459,116,0,0,0,0,0,0,68,110,
5,6,2,1,0,2,1,1,0,3,23,460,117,0,0,0,0,0,0,67,108,
6,32,0,6,0,16,0,3,0,7,29,476,120,0,0,0,0,0,0,61,91,
7,29,0,6,0,17,0,4,0,2,35,493,124,0,0,0,0,0,0,55,72,
8,30,12,8,4,14,6,6,2,2,39,501,128,0,0,0,0,0,0,51,62,
9,23,9,5,2,9,5,2,1,8,42,505,129,0,0,0,0,0,0,48,57,
10,14,6,3,1,6,3,1,1,5,44,508,129,0,0,0,0,0,0,46,54,
11,7,7,1,1,3,4,1,1,3,44,507,129,0,0,0,0,0,0,46,55,
12,7,7,1,1,2,3,1,1,5,44,506,129,0,0,0,0,0,0,46,56,
13,11,11,2,2,4,4,1,1,8,44,506,129,0,0,0,0,0,0,46,56,
14,16,16,3,5,8,8,2,3,3,42,506,128,0,0,0,0,0,0,48,57,
15,11,11,2,2,4,4,1,1,8,42,506,128,0,0,0,0,0,0,48,57,
16,10,10,2,2,4,4,1,1,6,42,506,128,0,0,0,0,0,0,48,57,
17,18,18,4,4,7,10,4,2,5,42,503,130,0,0,0,0,0,0,48,59,
18,13,32,3,6,5,19,4,5,3,39,489,129,0,0,0,0,0,0,51,73,
19,3,8,1,2,2,4,1,2,-1,38,487,128,0,0,0,0,0,0,52,76,
20,11,25,2,7,4,13,2,5,3,33,478,125,0,0,0,0,0,0,57,86,
21,3,7,1,2,1,4,0,1,1,32,475,124,0,0,0,0,0,0,58,90,
22,0,0,0,0,0,0,0,0,0,32,475,124,0,0,0,0,0,0,58,90,
23,0,21,0,6,0,4,0,6,5,26,471,118,0,0,0,0,0,0,64,97,
0,0,0,0,0,0,0,0,0,0,26,471,118,0,0,0,0,0,0,64,97,
1,0,0,0,0,0,0,0,0,0,26,471,118,0,0,0,0,0,0,64,97,
2,0,0,0,0,0,0,0,0,0,26,471,118,0,0,0,0,0,0,64,97,
3,0,0,0,0,0,0,0,0,0,26,471,118,0,0,0,0,0,0,64,97,
4,0,0,0,0,0,0,0,0,0,26,471,118,0,0,0,0,0,0,64,97,
5,5,2,1,0,2,1,0,0,3,27,472,118,0,0,0,0,0,0,63,96,
6,34,0,7,0,17,0,3,0,7,34,489,121,0,0,0,0,0,0,56,77,
7,27,0,5,0,16,0,4,0,2,39,505,125,0,0,0,0,0,0,51,59,
8,30,12,8,4,14,6,6,2,2,43,513,129,0,0,0,0,0,0,47,49,
9,20,8,4,2,8,4,2,1,7,45,517,130,0,0,0,0,0,0,45,45,
10,14,6,3,1,6,3,1,1,5,47,520,130,0,0,0,0,0,0,43,42,
11,11,11,2,2,4,6,1,1,6,47,518,130,0,0,0,0,0,0,43,44,
12,3,3,1,1,1,1,0,0,2,47,518,130,0,0,0,0,0,0,43,44,
13,11,11,2,2,4,4,1,1,8,47,518,130,0,0,0,0,0,0,43,44,
14,15,15,3,4,8,8,2,3,2,46,518,129,0,0,0,0,0,0,44,44,
15,9,9,2,2,4,4,1,1,4,46,518,129,0,0,0,0,0,0,44,44,
16,10,10,2,2,4,4,1,1,6,46,518,129,0,0,0,0,0,0,44,44,
17,22,22,4,4,9,12,4,3,8,46,515,130,0,0,0,0,0,0,44,47,
18,14,33,3,7,6,20,4,5,2,42,501,129,0,0,0,0,0,0,48,61,
19,3,8,1,2,2,4,1,2,-1,41,499,128,0,0,0,0,0,0,49,64,
20,8,20,2,6,3,10,2,4,1,37,492,126,0,0,0,0,0,0,53,72,
21,2,6,0,1,1,3,0,1,2,36,490,125,0,0,0,0,0,0,54,74,
22,0,0,0,0,0,0,0,0,0,36,490,125,0,0,0,0,0,0,54,74,
23,0,24,0,7,0,5,0,7,5,29,485,118,0,0,0,0,0,0,61,83,
0,0,0,0,0,0,0,0,0,0,29,485,118,0,0,0,0,0,0,61,83,
1,0,0,0,0,0,0,0,0,0,29,485,118,0,0,0,0,0,0,61,83,
2,0,0,0,0,0,0,0,0,0,29,485,118,0,0,0,0,0,0,61,83,
3,0,0,0,0,0,0,0,0,0,29,485,118,0,0,0,0,0,0,61,83,
4,0,0,0,0,0,0,0,0,0,29,485,118,0,0,0,0,0,0,61,83,
5,7,3,1,1,3,1,1,0,3,29,487,119,0,0,0,0,0,0,61,80,
6,31,0,6,0,16,0,3,0,6,35,503,122,0,0,0,0,0,0,55,63,
7,19,0,4,0,11,0,3,0,1,39,514,125,0,0,0,0,0,0,51,50,
8,28,12,7,4,13,6,6,2,2,42,521,129,0,0,0,0,0,0,48,41,
9,16,6,3,1,6,3,2,1,6,44,524,130,0,0,0,0,0,0,46,38,
10,11,5,2,1,4,2,1,0,6,45,526,131,0,0,0,0,0,0,45,35,
11,9,9,2,2,4,4,1,1,4,45,526,131,0,0,0,0,0,0,45,35,
12,5,5,1,1,2,2,0,0,4,45,526,131,0,0,0,0,0,0,45,35,
13,4,4,1,1,2,2,0,0,2,45,526,131,0,0,0,0,0,0,45,35,
14,17,17,3,5,8,8,2,3,5,43,526,130,0,0,0,0,0,0,47,36,
15,10,10,2,2,4,4,1,1,6,43,526,130,0,0,0,0,0,0,47,36,
16,10,10,2,2,4,4,1,1,6,43,526,130,0,0,0,0,0,0,47,36,
17,24,24,5,5,10,13,5,3,7,43,523,132,0,0,0,0,0,0,47,38,
18,14,32,3,6,6,19,4,5,3,40,510,131,0,0,0,0,0,0,50,51,
19,4,9,1,2,2,5,1,2,0,39,507,130,0,0,0,0,0,0,51,55,
20,7,16,1,4,3,8,1,3,3,36,502,128,0,0,0,0,0,0,54,61,
21,3,8,1,2,1,4,0,2,1,35,499,126,0,0,0,0,0,0,55,65,
22,0,0,0,0,0,0,0,0,0,35,499,126,0,0,0,0,0,0,55,65,
23,0,24,0,7,0,5,0,7,5,28,494,119,0,0,0,0,0,0,62,73,
0,0,0,0,0,0,0,0,0,0,28,494,119,0,0,0,0,0,0,62,73,
1,0,0,0,0,0,0,0,0,0,28,494,119,0,0,0,0,0,0,62,73,
2,0,0,0,0,0,0,0,0,0,28,494,119,0,0,0,0,0,0,62,73,
3,0,0,0,0,0,0,0,0,0,28,494,119,0,0,0,0,0,0,62,73,
4,0,0,0,0,0,0,0,0,0,28,494,119,0,0,0,0,0,0,62,73,
5,7,3,1,1,3,1,1,0,3,28,496,120,0,0,0,0,0,0,62,71,
6,30,0,6,0,15,0,3,0,6,34,511,123,0,0,0,0,0,0,56,54,
7,21,0,4,0,13,0,3,0,1,38,524,126,0,0,0,0,0,0,52,40,
8,28,12,7,4,13,6,6,2,2,41,531,130,0,0,0,0,0,0,49,31,
9,23,9,5,2,9,5,2,1,8,44,535,131,0,0,0,0,0,0,46,26,
10,16,7,3,1,6,4,2,1,6,46,537,132,0,0,0,0,0,0,44,24,
11,9,9,2,2,4,4,1,1,4,46,537,132,0,0,0,0,0,0,44,24,
12,4,4,1,1,1,2,0,0,3,46,536,132,0,0,0,0,0,0,44,25,
13,8,8,2,2,3,3,1,1,4,46,536,132,0,0,0,0,0,0,44,25,
14,13,13,3,4,6,6,1,3,3,45,536,130,0,0,0,0,0,0,45,26,
15,6,6,1,1,2,2,1,1,4,45,536,130,0,0,0,0,0,0,45,26,
