clock,passenger_enter,passenger_leave,car_enter,car_leave,motorcycle_enter,motorcycle_leave,bicycle_enter,bicycle_leave,walker,car_parked,motorcycle_parked,bicycle_parked,car_cannot_park,motorcycle_cannot_park,bicycle_cannot_park,car_left_failed,motorcycle_left_failed,bicycle_left_failed,CPU_time
15,8,8,2,2,2,2,2,2,4,12,5,15,0,0,0,0,0,0,
16,10,10,2,2,3,3,2,2,6,12,5,15,0,0,0,0,0,0,
17,47,13,3,0,5,5,10,1,36,15,5,24,0,0,0,0,0,0,
18,7,73,1,6,2,19,1,6,45,10,0,19,0,0,0,0,12,0,
19,4,4,1,1,1,1,1,1,2,10,0,19,0,0,0,0,0,0,
20,22,22,4,4,7,7,4,4,14,10,0,19,0,0,0,0,0,0,
21,3,3,1,1,1,1,1,1,0,10,0,19,0,0,0,0,0,0,
22,0,0,0,0,0,0,0,0,0,10,0,19,0,0,0,0,0,0,
23,18,18,4,4,5,5,4,4,10,10,0,19,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,10,0,19,0,0,0,0,0,0,
1,0,0,0,0,0,0,0,0,0,10,0,19,0,0,0,0,0,0,
2,0,0,0,0,0,0,0,0,0,10,0,19,0,0,0,0,0,0,
3,0,0,0,0,0,0,0,0,0,10,0,19,0,0,0,0,0,0,
4,0,0,0,0,0,0,0,0,0,10,0,19,0,0,0,0,0,0,
5,1,1,0,0,0,0,0,0,2,10,0,19,0,0,0,0,0,0,
6,20,0,2,0,5,0,2,0,11,12,5,21,0,0,0,0,0,0,
7,21,0,6,0,0,0,1,0,14,18,5,22,0,0,0,0,0,0,
8,19,19,4,4,6,6,4,4,10,18,5,22,0,0,0,0,0,0,
9,9,9,2,2,3,3,2,2,4,18,5,22,0,0,0,0,0,0,
10,5,5,1,1,2,2,1,1,2,18,5,22,0,0,0,0,0,0,
11,8,8,2,2,2,2,2,2,4,18,5,22,0,0,0,0,0,0,
12,6,6,1,1,2,2,1,1,4,18,5,22,0,0,0,0,0,0,
13,12,12,2,2,4,4,2,2,8,18,5,22,0,0,0,0,0,0,
14,20,20,4,4,6,6,4,4,12,18,5,22,0,0,0,0,0,0,
15,7,7,1,1,2,2,1,1,6,18,5,22,0,0,0,0,0,0,
16,13,13,3,3,4,4,3,3,6,18,5,22,0,0,0,0,0,0,
17,43,12,3,0,4,4,9,1,34,21,5,30,0,0,0,0,0,0,
18,6,55,1,5,2,14,1,5,33,17,0,26,0,0,0,0,7,0,
19,4,4,1,1,1,1,1,1,2,17,0,26,0,0,0,0,0,0,
20,18,18,4,4,5,5,4,4,10,17,0,26,0,0,0,0,0,0,
21,3,3,1,1,1,1,1,1,0,17,0,26,0,0,0,0,0,0,
22,0,0,0,0,0,0,0,0,0,17,0,26,0,0,0,0,0,0,
23,16,16,3,3,5,5,3,3,10,17,0,26,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,17,0,26,0,0,0,0,0,0,
1,0,0,0,0,0,0,0,0,0,17,0,26,0,0,0,0,0,0,
2,0,0,0,0,0,0,0,0,0,17,0,26,0,0,0,0,0,0,
3,0,0,0,0,0,0,0,0,0,17,0,26,0,0,0,0,0,0,
4,0,0,0,0,0,0,0,0,0,17,0,26,0,0,0,0,0,0,
5,5,5,1,1,2,2,1,1,2,17,0,26,0,0,0,0,0,0,
6,32,0,3,0,8,0,3,0,18,20,8,29,0,0,0,0,0,0,
7,10,0,3,0,0,0,1,0,6,23,8,30,0,0,0,0,0,0,
8,22,22,4,4,7,7,4,4,14,23,8,30,0,0,0,0,0,0,
9,12,12,2,2,4,4,2,2,8,23,8,30,0,0,0,0,0,0,
10,6,6,1,1,2,2,1,1,4,23,8,30,0,0,0,0,0,0,
11,10,10,2,2,3,3,2,2,6,23,8,30,0,0,0,0,0,0,
12,3,3,1,1,1,1,1,1,0,23,8,30,0,0,0,0,0,0,
13,5,5,1,1,2,2,1,1,2,23,8,30,0,0,0,0,0,0,
14,19,19,4,4,6,6,4,4,10,23,8,30,0,0,0,0,0,0,
15,4,4,1,1,1,1,1,1,2,23,8,30,0,0,0,0,0,0,
16,7,7,1,1,2,2,1,1,6,23,8,30,0,0,0,0,0,0,
17,51,14,3,0,5,5,11,1,40,26,8,40,0,0,0,0,0,0,
18,6,62,1,5,2,16,1,5,38,22,0,36,0,0,0,0,6,0,
19,3,3,1,1,1,1,1,1,0,22,0,36,0,0,0,0,0,0,
20,21,21,4,4,6,6,4,4,14,22,0,36,0,0,0,0,0,0,
21,2,2,0,0,1,1,0,0,2,22,0,36,0,0,0,0,0,0,
22,0,0,0,0,0,0,0,0,0,22,0,36,0,0,0,0,0,0,
23,14,14,3,3,4,4,3,3,8,22,0,36,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,22,0,36,0,0,0,0,0,0,
1,0,0,0,0,0,0,0,0,0,22,0,36,0,0,0,0,0,0,
2,0,0,0,0,0,0,0,0,0,22,0,36,0,0,0,0,0,0,
3,0,0,0,0,0,0,0,0,0,22,0,36,0,0,0,0,0,0,
4,0,0,0,0,0,0,0,0,0,22,0,36,0,0,0,0,0,0,
5,4,4,1,1,1,1,1,1,2,22,0,36,0,0,0,0,0,0,
6,24,0,2,0,6,0,2,0,14,24,6,38,0,0,0,0,0,0,
7,16,0,4,0,0,0,1,0,11,28,6,39,0,0,0,0,0,0,
8,22,22,4,4,7,7,4,4,14,28,6,39,0,0,0,0,0,0,
9,14,14,3,3,4,4,3,3,8,28,6,39,0,0,0,0,0,0,
10,8,8,2,2,2,2,2,2,4,28,6,39,0,0,0,0,0,0,
11,9,9,2,2,3,3,2,2,4,28,6,39,0,0,0,0,0,0,
12,3,3,1,1,1,1,1,1,0,28,6,39,0,0,0,0,0,0,
13,11,11,2,2,3,3,2,2,8,28,6,39,0,0,0,0,0,0,
14,12,12,2,2,4,4,2,2,8,28,6,39,0,0,0,0,0,0,
15,8,8,2,2,2,2,2,2,4,28,6,39,0,0,0,0,0,0,
16,6,6,1,1,2,2,1,1,4,28,6,39,0,0,0,0,0,0,
17,49,13,3,0,5,5,11,1,37,31,6,49,0,0,0,0,0,0,
18,6,59,1,5,2,15,1,5,36,27,0,45,0,0,0,0,7,0,
19,4,4,1,1,1,1,1,1,2,27,0,45,0,0,0,0,0,0,
20,23,23,5,5,7,7,5,5,12,27,0,45,0,0,0,0,0,0,
21,4,4,1,1,1,1,1,1,2,27,0,45,0,0,0,0,0,0,
22,0,0,0,0,0,0,0,0,0,27,0,45,0,0,0,0,0,0,
23,18,18,4,4,5,5,4,4,10,27,0,45,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,27,0,45,0,0,0,0,0,0,
1,0,0,0,0,0,0,0,0,0,27,0,45,0,0,0,0,0,0,
2,0,0,0,0,0,0,0,0,0,27,0,45,0,0,0,0,0,0,
3,0,0,0,0,0,0,0,0,0,27,0,45,0,0,0,0,0,0,
4,0,0,0,0,0,0,0,0,0,27,0,45,0,0,0,0,0,0,
5,4,4,1,1,1,1,1,1,2,27,0,45,0,0,0,0,0,0,
6,13,0,1,0,3,0,1,0,8,28,3,46,0,0,0,0,0,0,
7,11,0,3,0,0,0,1,0,7,31,3,47,0,0,0,0,0,0,
8,15,15,3,3,4,4,3,3,10,31,3,47,0,0,0,0,0,0,
9,10,10,2,2,3,3,2,2,6,31,3,47,0,0,0,0,0,0,
10,6,6,1,1,2,2,1,1,4,31,3,47,0,0,0,0,0,0,
11,7,7,1,1,2,2,1,1,6,31,3,47,0,0,0,0,0,0,
12,4,4,1,1,1,1,1,1,2,31,3,47,0,0,0,0,0,0,
13,7,7,1,1,2,2,1,1,6,31,3,47,0,0,0,0,0,0,
14,16,16,3,3,5,5,3,3,10,31,3,47,0,0,0,0,0,0,
15,11,11,2,2,3,3,2,2,8,31,3,47,0,0,0,0,0,0,
16,7,7,1,1,2,2,1,1,6,31,3,47,0,0,0,0,0,0,
17,53,14,3,0,5,5,12,1,41,34,3,58,0,0,0,0,0,0,
18,5,52,1,5,2,14,1,5,29,30,0,54,0,0,0,0,9,0,
19,3,3,1,1,1,1,1,1,0,30,0,54,0,0,0,0,0,0,
20,25,25,5,5,8,8,5,5,14,30,0,54,0,0,0,0,0,0,
21,3,3,1,1,1,1,1,1,0,30,0,54,0,0,0,0,0,0,
22,0,0,0,0,0,0,0,0,0,30,0,54,0,0,0,0,0,0,
23,19,19,4,4,6,6,4,4,10,30,0,54,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,30,0,54,0,0,0,0,0,0,
1,0,0,0,0,0,0,0,0,0,30,0,54,0,0,0,0,0,0,
2,0,0,0,0,0,0,0,0,0,30,0,54,0,0,0,0,0,0,
3,0,0,0,0,0,0,0,0,0,30,0,54,0,0,0,0,0,0,
4,0,0,0,0,0,0,0,0,0,30,0,54,0,0,0,0,0,0,
5,3,3,1,1,1,1,1,1,0,30,0,54,0,0,0,0,0,0,
6,18,0,2,0,5,0,2,0,9,32,5,56,0,0,0,0,0,0,
7,26,0,7,0,0,0,2,0,17,39,5,58,0,0,0,0,0,0,
8,20,20,4,4,6,6,4,4,12,39,5,58,0,0,0,0,0,0,
9,14,14,3,3,4,4,3,3,8,39,5,58,0,0,0,0,0,0,
10,8,8,2,2,2,2,2,2,4,39,5,58,0,0,0,0,0,0,
11,9,9,2,2,3,3,2,2,4,39,5,58,0,0,0,0,0,0,
12,3,3,1,1,1,1,1,1,0,39,5,58,0,0,0,0,0,0,
13,7,7,1,1,2,2,1,1,6,39,5,58,0,0,0,0,0,0,
14,17,17,3,3,5,5,3,3,12,39,5,58,0,0,0,0,0,0,
15,9,9,2,2,3,3,2,2,4,39,5,58,0,0,0,0,0,0,
16,9,9,2,2,3,3,2,2,4,39,5,58,0,0,0,0,0,0,
17,45,12,3,0,4,4,10,1,35,42,5,67,0,0,0,0,0,0,
18,6,63,1,5,2,16,1,5,39,38,0,63,0,0,0,0,9,0,
19,3,3,1,1,1,1,1,1,0,38,0,63,0,0,0,0,0,0,
20,22,22,4,4,7,7,4,4,14,38,0,63,0,0,0,0,0,0,
21,3,3,1,1,1,1,1,1,0,38,0,63,0,0,0,0,0,0,
22,0,0,0,0,0,0,0,0,0,38,0,63,0,0,0,0,0,0,
23,16,16,3,3,5,5,3,3,10,38,0,63,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,38,0,63,0,0,0,0,0,0,
1,0,0,0,0,0,0,0,0,0,38,0,63,0,0,0,0,0,0,
2,0,0,0,0,0,0,0,0,0,38,0,63,0,0,0,0,0,0,
3,0,0,0,0,0,0,0,0,0,38,0,63,0,0,0,0,0,0,
4,0,0,0,0,0,0,0,0,0,38,0,63,0,0,0,0,0,0,
5,5,5,1,1,2,2,1,1,2,38,0,63,0,0,0,0,0,0,
6,28,0,2,0,7,0,2,0,17,40,7,65,0,0,0,0,0,0,
7,18,0,5,0,0,0,1,0,12,45,7,66,0,0,0,0,0,0,
8,22,22,4,4,7,7,4,4,14,45,7,66,0,0,0,0,0,0,
9,18,18,4,4,5,5,4,4,10,45,7,66,0,0,0,0,0,0,
10,9,9,2,2,3,3,2,2,4,45,7,66,0,0,0,0,0,0,
11,7,7,1,1,2,2,1,1,6,45,7,66,0,0,0,0,0,0,
12,5,5,1,1,2,2,1,1,2,45,7,66,0,0,0,0,0,0,
13,7,7,1,1,2,2,1,1,6,45,7,66,0,0,0,0,0,0,
14,13,13,3,3,4,4,3,3,6,45,7,66,0,0,0,0,0,0,
15,10,10,2,2,3,3,2,2,6,45,7,66,0,0,0,0,0,0,
16,7,7,1,1,2,2,1,1,6,45,7,66,0,0,0,0,0,0,
17,60,16,4,0,6,6,13,1,46,49,7,78,0,0,0,0,0,0,
18,6,57,1,5,2,15,1,5,34,45,0,74,0,0,0,0,6,0,
19,3,3,1,1,1,1,1,1,0,45,0,74,0,0,0,0,0,0,
20,21,21,4,4,6,6,4,4,14,45,0,74,0,0,0,0,0,0,
21,4,4,1,1,1,1,1,1,2,45,0,74,0,0,0,0,0,0,
22,0,0,0,0,0,0,0,0,0,45,0,74,0,0,0,0,0,0,
23,14,14,3,3,4,4,3,3,8,45,0,74,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,45,0,74,0,0,0,0,0,0,
1,0,0,0,0,0,0,0,0,0,45,0,74,0,0,0,0,0,0,
2,0,0,0,0,0,0,0,0,0,45,0,74,0,0,0,0,0,0,
3,0,0,0,0,0,0,0,0,0,45,0,74,0,0,0,0,0,0,
4,0,0,0,0,0,0,0,0,0,45,0,74,0,0,0,0,0,0,
5,3,3,1,1,1,1,1,1,0,45,0,74,0,0,0,0,0,0,
6,23,0,2,0,6,0,2,0,13,47,6,76,0,0,0,0,0,0,
7,19,0,5,0,0,0,1,0,13,52,6,77,0,0,0,0,0,0,
8,16,16,3,3,5,5,3,3,10,52,6,77,0,0,0,0,0,0,
9,15,15,3,3,4,4,3,3,10,52,6,77,0,0,0,0,0,0,
10,9,9,2,2,3,3,2,2,4,52,6,77,0,0,0,0,0,0,
11,8,8,2,2,2,2,2,2,4,52,6,77,0,0,0,0,0,0,
12,3,3,1,1,1,1,1,1,0,52,6,77,0,0,0,0,0,0,
13,8,8,2,2,2,2,2,2,4,52,6,77,0,0,0,0,0,0,
14,13,13,3,3,4,4,3,3,6,52,6,77,0,0,0,0,0,0,
15,7,7,1,1,2,2,1,1,6,52,6,77,0,0,0,0,0,0,
16,11,11,2,2,3,3,2,2,8,52,6,77,0,0,0,0,0,0,
17,42,12,3,0,4,4,9,1,33,55,6,85,0,0,0,0,0,0,
18,6,63,1,5,2,16,1,5,39,51,0,81,0,0,0,0,8,0,
19,6,6,1,1,2,2,1,1,4,51,0,81,0,0,0,0,0,0,
20,17,17,3,3,5,5,3,3,12,51,0,81,0,0,0,0,0,0,
21,3,3,1,1,1,1,1,1,0,51,0,81,0,0,0,0,0,0,
22,0,0,0,0,0,0,0,0,0,51,0,81,0,0,0,0,0,0,
23,21,21,4,4,6,6,4,4,14,51,0,81,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,51,0,81,0,0,0,0,0,0,
1,0,0,0,0,0,0,0,0,0,51,0,81,0,0,0,0,0,0,
2,0,0,0,0,0,0,0,0,0,51,0,81,0,0,0,0,0,0,
3,0,0,0,0,0,0,0,0,0,51,0,81,0,0,0,0,0,0,
4,0,0,0,0,0,0,0,0,0,51,0,81,0,0,0,0,0,0,
5,4,4,1,1,1,1,1,1,2,51,0,81,0,0,0,0,0,0,
6,28,0,2,0,7,0,2,0,17,53,7,83,0,0,0,0,0,0,
7,17,0,5,0,0,0,1,0,11,58,7,84,0,0,0,0,0,0,
8,17,17,3,3,5,5,3,3,12,58,7,84,0,0,0,0,0,0,
9,8,8,2,2,2,2,2,2,4,58,7,84,0,0,0,0,0,0,
10,9,9,2,2,3,3,2,2,4,58,7,84,0,0,0,0,0,0,
11,10,10,2,2,3,3,2,2,6,58,7,84,0,0,0,0,0,0,
12,6,6,1,1,2,2,1,1,4,58,7,84,0,0,0,0,0,0,
13,8,8,2,2,2,2,2,2,4,58,7,84,0,0,0,0,0,0,
14,18,18,4,4,5,5,4,4,10,58,7,84,0,0,0,0,0,0,
15,8,8,2,2,2,2,2,2,4,58,7,84,0,0,0,0,0,0,
16,5,5,1,1,2,2,1,1,2,58,7,84,0,0,0,0,0,0,
17,44,12,3,0,4,4,10,1,34,61,7,93,0,0,0,0,0,0,
18,6,61,1,5,2,16,1,5,37,57,0,89,0,0,0,0,7,0,
19,4,4,1,1,1,1,1,1,2,57,0,89,0,0,0,0,0,0,
20,14,14,3,3,4,4,3,3,8,57,0,89,0,0,0,0,0,0,
21,3,3,1,1,1,1,1,1,0,57,0,89,0,0,0,0,0,0,
22,0,0,0,0,0,0,0,0,0,57,0,89,0,0,0,0,0,0,
23,16,16,3,3,5,5,3,3,10,57,0,89,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,57,0,89,0,0,0,0,0,0,
1,0,0,0,0,0,0,0,0,0,57,0,89,0,0,0,0,0,0,
2,0,0,0,0,0,0,0,0,0,57,0,89,0,0,0,0,0,0,
3,0,0,0,0,0,0,0,0,0,57,0,89,0,0,0,0,0,0,
4,0,0,0,0,0,0,0,0,0,57,0,89,0,0,0,0,0,0,
5,3,3,1,1,1,1,1,1,0,57,0,89,0,0,0,0,0,0,
6,15,0,1,0,4,0,1,0,9,58,4,90,0,0,0,0,0,0,
7,17,0,5,0,0,0,1,0,11,63,4,91,0,0,0,0,0,0,
8,19,19,4,4,6,6,4,4,10,63,4,91,0,0,0,0,0,0,
9,13,13,3,3,4,4,3,3,6,63,4,91,0,0,0,0,0,0,
10,10,10,2,2,3,3,2,2,6,63,4,91,0,0,0,0,0,0,
11,8,8,2,2,2,2,2,2,4,63,4,91,0,0,0,0,0,0,
12,4,4,1,1,1,1,1,1,2,63,4,91,0,0,0,0,0,0,
13,11,11,2,2,3,3,2,2,8,63,4,91,0,0,0,0,0,0,
14,21,21,4,4,6,6,4,4,14,63,4,91,0,0,0,0,0,0,
15,7,7,1,1,2,2,1,1,6,63,4,91,0,0,0,0,0,0,
16,8,8,2,2,2,2,2,2,4,63,4,91,0,0,0,0,0,0,
17,58,16,3,0,6,6,13,1,45,66,4,103,0,0,0,0,0,0,
18,7,69,1,6,2,18,1,6,42,61,0,98,0,0,0,0,12,0,
19,4,4,1,1,1,1,1,1,2,61,0,98,0,0,0,0,0,0,
20,24,24,5,5,7,7,5,5,14,61,0,98,0,0,0,0,0,0,
21,5,5,1,1,2,2,1,1,2,61,0,98,0,0,0,0,0,0,
22,0,0,0,0,0,0,0,0,0,61,0,98,0,0,0,0,0,0,
23,17,17,3,3,5,5,3,3,12,61,0,98,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,61,0,98,0,0,0,0,0,0,
1,0,0,0,0,0,0,0,0,0,61,0,98,0,0,0,0,0,0,
2,0,0,0,0,0,0,0,0,0,61,0,98,0,0,0,0,0,0,
3,0,0,0,0,0,0,0,0,0,61,0,98,0,0,0,0,0,0,
4,0,0,0,0,0,0,0,0,0,61,0,98,0,0,0,0,0,0,
5,3,3,1,1,1,1,1,1,0,61,0,98,0,0,0,0,0,0,
6,26,0,2,0,7,0,2,0,15,63,7,100,0,0,0,0,0,0,
7,20,0,5,0,0,0,1,0,14,68,7,101,0,0,0,0,0,0,
8,16,16,3,3,5,5,3,3,10,68,7,101,0,0,0,0,0,0,
9,11,11,2,2,3,3,2,2,8,68,7,101,0,0,0,0,0,0,
10,9,9,2,2,3,3,2,2,4,68,7,101,0,0,0,0,0,0,
11,8,8,2,2,2,2,2,2,4,68,7,101,0,0,0,0,0,0,
12,3,3,1,1,1,1,1,1,0,68,7,101,0,0,0,0,0,0,
13,8,8,2,2,2,2,2,2,4,68,7,101,0,0,0,0,0,0,
14,16,16,3,3,5,5,3,3,10,68,7,101,0,0,0,0,0,0,
15,6,6,1,1,2,2,1,1,4,68,7,101,0,0,0,0,0,0,
16,9,9,2,2,3,3,2,2,4,68,7,101,0,0,0,0,0,0,
17,53,14,3,0,5,5,12,1,41,71,7,112,0,0,0,0,0,0,
18,6,64,1,6,2,17,1,6,37,66,0,107,0,0,0,0,8,0,
19,5,5,1,1,2,2,1,1,2,66,0,107,0,0,0,0,0,0,
20,18,18,4,4,5,5,4,4,10,66,0,107,0,0,0,0,0,0,
21,3,3,1,1,1,1,1,1,0,66,0,107,0,0,0,0,0,0,
22,0,0,0,0,0,0,0,0,0,66,0,107,0,0,0,0,0,0,
23,15,15,3,3,4,4,3,3,10,66,0,107,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,66,0,107,0,0,0,0,0,0,
1,0,0,0,0,0,0,0,0,0,66,0,107,0,0,0,0,0,0,
2,0,0,0,0,0,0,0,0,0,66,0,107,0,0,0,0,0,0,
3,0,0,0,0,0,0,0,0,0,66,0,107,0,0,0,0,0,0,
4,0,0,0,0,0,0,0,0,0,66,0,107,0,0,0,0,0,0,
5,4,4,1,1,1,1,1,1,2,66,0,107,0,0,0,0,0,0,
6,24,0,2,0,6,0,2,0,14,68,6,109,0,0,0,0,0,0,
7,24,0,6,0,0,0,2,0,16,74,6,111,0,0,0,0,0,0,
8,17,17,3,3,5,5,3,3,12,74,6,111,0,0,0,0,0,0,
9,13,13,3,3,4,4,3,3,6,74,6,111,0,0,0,0,0,0,
10,8,8,2,2,2,2,2,2,4,74,6,111,0,0,0,0,0,0,
11,8,8,2,2,2,2,2,2,4,74,6,111,0,0,0,0,0,0,
12,5,5,1,1,2,2,1,1,2,74,6,111,0,0,0,0,0,0,
13,8,8,2,2,2,2,2,2,4,74,6,111,0,0,0,0,0,0,
14,27,27,5,5,8,8,5,5,18,74,6,111,0,0,0,0,0,0,
15,9,9,2,2,3,3,2,2,4,74,6,111,0,0,0,0,0,0,
16,9,9,2,2,3,3,2,2,4,74,6,111,0,0,0,0,0,0,
17,44,12,3,0,4,4,10,1,34,77,6,120,0,0,0,0,0,0,
18,6,58,1,5,2,15,1,5,35,73,0,116,0,0,0,0,7,0,
19,6,6,1,1,2,2,1,1,4,73,0,116,0,0,0,0,0,0,
20,16,16,3,3,5,5,3,3,10,73,0,116,0,0,0,0,0,0,
21,5,5,1,1,2,2,1,1,2,73,0,116,0,0,0,0,0,0,
22,0,0,0,0,0,0,0,0,0,73,0,116,0,0,0,0,0,0,
23,20,20,4,4,6,6,4,4,12,73,0,116,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,73,0,116,0,0,0,0,0,0,
1,0,0,0,0,0,0,0,0,0,73,0,116,0,0,0,0,0,0,
2,0,0,0,0,0,0,0,0,0,73,0,116,0,0,0,0,0,0,
3,0,0,0,0,0,0,0,0,0,73,0,116,0,0,0,0,0,0,
4,0,0,0,0,0,0,0,0,0,73,0,116,0,0,0,0,0,0,
5,3,3,1,1,1,1,1,1,0,73,0,116,0,0,0,0,0,0,
6,22,0,2,0,6,0,2,0,12,75,6,118,0,0,0,0,0,0,
7,20,0,5,0,0,0,1,0,14,80,6,119,0,0,0,0,0,0,
8,13,13,3,3,4,4,3,3,6,80,6,119,0,0,0,0,0,0,
9,15,15,3,3,4,4,3,3,10,80,6,119,0,0,0,0,0,0,
10,9,9,2,2,3,3,2,2,4,80,6,119,0,0,0,0,0,0,
11,8,8,2,2,2,2,2,2,4,80,6,119,0,0,0,0,0,0,
12,4,4,1,1,1,1,1,1,2,80,6,119,0,0,0,0,0,0,
13,8,8,2,2,2,2,2,2,4,80,6,119,0,0,0,0,0,0,
14,15,15,3,3,4,4,3,3,10,80,6,119,0,0,0,0,0,0,
15,9,9,2,2,3,3,2,2,4,80,6,119,0,0,0,0,0,0,
16,12,12,2,2,4,4,2,2,8,80,6,119,0,0,0,0,0,0,
17,46,13,3,0,5,5,10,1,35,83,6,128,0,0,0,0,0,0,
18,6,61,1,5,2,16,1,5,37,79,0,124,0,0,0,0,8,0,
19,4,4,1,1,1,1,1,1,2,79,0,124,0,0,0,0,0,0,
20,16,16,3,3,5,5,3,3,10,79,0,124,0,0,0,0,0,0,
21,3,3,1,1,1,1,1,1,0,79,0,124,0,0,0,0,0,0,
22,0,0,0,0,0,0,0,0,0,79,0,124,0,0,0,0,0,0,
23,28,28,6,6,8,8,6,6,16,79,0,124,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,79,0,124,0,0,0,0,0,0,
1,0,0,0,0,0,0,0,0,0,79,0,124,0,0,0,0,0,0,
2,0,0,0,0,0,0,0,0,0,79,0,124,0,0,0,0,0,0,
3,0,0,0,0,0,0,0,0,0,79,0,124,0,0,0,0,0,0,
4,0,0,0,0,0,0,0,0,0,79,0,124,0,0,0,0,0,0,
5,3,3,1,1,1,1,1,1,0,79,0,124,0,0,0,0,0,0,
6,34,0,3,0,9,0,3,0,19,82,9,127,0,0,0,0,0,0,
7,19,0,5,0,0,0,1,0,13,87,9,128,0,0,0,0,0,0,
8,23,23,5,5,7,7,5,5,12,85,9,128,2,0,0,0,0,0,
9,13,13,3,3,4,4,3,3,6,85,9,128,0,0,0,0,0,0,
10,11,11,2,2,3,3,2,2,8,85,9,128,0,0,0,0,0,0,
11,6,6,1,1,2,2,1,1,4,85,9,128,0,0,0,0,0,0,
12,2,2,0,0,1,1,0,0,2,85,9,128,0,0,0,0,0,0,
13,9,9,2,2,3,3,2,2,4,85,9,128,0,0,0,0,0,0,
14,14,14,3,3,4,4,3,3,8,85,9,128,0,0,0,0,0,0,
