clock,passenger_enter,passenger_leave,car_enter,car_leave,motorcycle_enter,motorcycle_leave,bicycle_enter,bicycle_leave,walker,car_parked,motorcycle_parked,bicycle_parked,car_cannot_park,motorcycle_cannot_park,bicycle_cannot_park,car_left_failed,motorcycle_left_failed,bicycle_left_failed,CPU_time
10,8.223835616438356,8.223835616438356,1.656986301369863,1.656986301369863,2.4687671232876713,2.4687671232876713,1.656986301369863,1.656986301369863,4.882191780821918,86.35671232876712,0.11205479452054795,1237.9912328767123,0.0013698630136986301,1.2693150684931507,0.5917808219178082,0.0,1.2693150684931507,0.0,
11,8.26986301369863,8.26986301369863,1.6643835616438356,1.6643835616438356,2.4778082191780824,2.4778082191780824,1.6643835616438356,1.6643835616438356,4.926575342465753,86.35506849315068,0.11178082191780822,1237.988219178082,0.0016438356164383563,1.2698630136986302,0.5780821917808219,0.0,1.2695890410958903,0.0,
12,3.75972602739726,3.75972602739726,0.8926027397260274,0.8926027397260274,1.2194520547945205,1.2194520547945205,0.8926027397260274,0.8926027397260274,1.5101369863013698,86.35506849315068,0.11178082191780822,1238.4246575342465,0.0,0.3271232876712329,0.18164383561643835,0.0,0.3271232876712329,0.0,
13,8.212876712328766,8.212876712328766,1.6506849315068493,1.6506849315068493,2.4567123287671233,2.4567123287671233,1.6506849315068493,1.6506849315068493,4.909589041095891,86.35479452054794,0.11178082191780822,1238.338904109589,0.000273972602739726,1.4167123287671233,0.5964383561643836,0.0,1.4167123287671233,0.0,
14,16.826849315068493,16.826849315068493,3.363013698630137,3.363013698630137,5.01013698630137,5.01013698630137,3.363013698630137,3.363013698630137,10.181369863013698,85.98493150684932,0.11123287671232877,1236.9830136986302,0.3698630136986301,3.821643835616438,1.895890410958904,0.0,3.821095890410959,0.0,
15,8.231232876712328,8.231232876712328,1.6616438356164382,1.6616438356164382,2.4594520547945207,2.4594520547945207,1.6616438356164382,1.6616438356164382,4.896986301369863,85.98493150684932,0.11123287671232877,1237.1534246575343,0.0,0.9224657534246575,0.3967123287671233,0.0,0.9224657534246575,0.0,
16,8.206575342465753,8.206575342465753,1.6504109589041096,1.6504109589041096,2.4646575342465753,2.4646575342465753,1.6504109589041096,1.6504109589041096,4.882191780821918,85.98465753424658,0.11123287671232877,1237.28,0.000273972602739726,0.9591780821917808,0.4438356164383562,0.0,0.9591780821917808,0.0,
17,49.532876712328765,13.530958904109589,2.9838356164383564,0.0,4.963287671232877,4.8213698630136985,10.906575342465754,1.0,38.38876712328767,88.94657534246575,0.1126027397260274,1238.7276712328767,0.021917808219178082,4.04027397260274,3.3843835616438356,0.0,3.8997260273972603,0.0,
18,6.1,60.95972602739726,1.038904109589041,5.308767123287671,1.98,15.887397260273973,1.038904109589041,5.308767123287671,36.496986301369866,84.33232876712329,0.0,1234.777808219178,0.3443835616438356,0.9706849315068493,0.4010958904109589,0.0,14.765479452054795,0.0,
19,3.745753424657534,3.745753424657534,0.8904109589041096,0.8904109589041096,1.221095890410959,1.221095890410959,0.8904109589041096,0.8904109589041096,1.4876712328767123,84.33232876712329,0.0,1235.3761643835617,0.0,0.013972602739726028,0.007123287671232876,0.0,0.013972602739726028,0.0,
20,20.24164383561644,20.24164383561644,4.053424657534246,4.053424657534246,6.0789041095890415,6.0789041095890415,4.053424657534246,4.053424657534246,12.111780821917808,84.29506849315068,0.0,1234.2531506849316,0.03726027397260274,3.81972602739726,1.6205479452054794,0.0,3.81972602739726,0.0,
21,3.754246575342466,3.754246575342466,0.8991780821917809,0.8991780821917809,1.2164383561643837,1.2164383561643837,0.8991780821917809,0.8991780821917809,1.4789041095890412,84.29506849315068,0.0,1234.845205479452,0.0,0.00821917808219178,0.009863013698630137,0.0,0.00821917808219178,0.0,
22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.29506849315068,0.0,1235.8643835616438,0.0,0.0,0.0,0.0,0.0,0.0,
